dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Liver Cirrhosis,65905,18,0.6111111111111112,134,3,7.444444444444445,0.1666666666666666,44.66666666666666,0.5357142857142857,0.5555555555555556,0.037229817054348,0.0,0.1169017182443752,1.0379315277969572,0.5928724563405507,"[0.5944701433181763, 0.7576119899749756, 0.766667366027832, 0.7761749625205994, 0.786068856716156]","[1.0242438316345215, 1.0673176050186157, 1.0157166719436646, 1.0186936855316162, 1.000897765159607]","[0.5751485824584961, 0.610566258430481, 0.5865611433982849, 0.621532678604126, 0.5633642077445984]","[1.0788547992706299, 1.112855315208435, 0.9656422138214111, 1.0724453926086426, 1.126033902168274]","[0.8443359732627869, 0.8279808759689331, 0.8385658860206604, 0.8739742636680603, 1.058021903038025]","[1.0236916542053223, 1.057674765586853, 1.0106195211410522, 1.021286129951477, 1.0607353448867798]","[1.1129255294799805, 1.139679193496704, 1.0979562997817993, 1.1328340768814087, 1.121185302734375]","[1.1191678047180176, 1.1440364122390747, 1.1440373659133911, 1.1440311670303345, 1.1440070867538452]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.076801061630249, 1.070275902748108, 1.0597904920578003, 1.0590870380401611, 1.0731371641159058]","[1.0715737342834473, 1.0703712701797485, 1.0752440690994263, 1.0694764852523804, 1.0750352144241333]","[1.0929359197616577, 1.0910248756408691, 1.086896538734436, 1.087893009185791, 1.0910552740097046]","[1.0913501977920532, 1.0911221504211426, 1.0932739973068237, 1.0913454294204712, 1.0923937559127808]","[0.5667842030525208, 0.6889644265174866, 0.6313279867172241, 0.7459310293197632, 0.906436562538147]","[1.0191422700881958, 1.094429850578308, 0.9011183977127075, 1.013669490814209, 0.8956719636917114]","[1.1749742031097412, 1.1867388486862183, 1.2258633375167847, 1.1328401565551758, 1.1212122440338135]","[1.1810743808746338, 1.1810743808746338, 1.1810743808746338, 1.1440373659133911, 1.1440373659133911]",batch_normalisation,weight_normalisation
Liver Cirrhosis,56697,18,0.6111111111111112,152,3,8.444444444444445,0.1666666666666666,50.66666666666666,0.53125,0.5555555555555556,0.0293809063438319,0.0,0.1163450099319856,1.0298167835225691,1.01726175218403,"[0.6345033645629883, 0.7087897658348083, 0.6872456073760986, 0.7711849808692932, 0.853699803352356]","[1.0144857168197632, 1.0600553750991821, 1.0405781269073486, 0.9807063937187195, 0.9946892857551575]","[0.5828786492347717, 0.6339776515960693, 0.5825427770614624, 0.5725466012954712, 0.5919321179389954]","[1.0495885610580444, 0.945298969745636, 1.050417184829712, 1.013875961303711, 1.0387221574783325]","[0.8034769892692566, 0.8117147088050842, 0.8120878338813782, 0.8293994069099426, 0.878160297870636]","[1.0225657224655151, 1.0689113140106201, 0.9840317964553833, 1.083391785621643, 1.061218023300171]","[0.8743981122970581, 1.0978350639343262, 1.118390679359436, 0.7989187240600586, 1.1489200592041016]","[1.0257478952407837, 1.1320881843566895, 1.1320103406906128, 0.9963957667350769, 1.131697416305542]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.0823849439620972, 1.0518252849578857, 1.0640841722488403, 1.06045663356781, 1.0800045728683472]","[1.073049545288086, 1.0701478719711304, 1.0697810649871826, 1.069372534751892, 1.0719101428985596]","[1.0943623781204224, 1.0849910974502563, 1.0889010429382324, 1.0879669189453125, 1.0935360193252563]","[1.0915868282318115, 1.0916303396224976, 1.0909085273742676, 1.0909618139266968, 1.0910530090332031]","[0.6051082015037537, 0.7791580557823181, 0.6457070708274841, 0.7568247318267822, 0.6962511539459229]","[1.0302079916000366, 1.0703967809677124, 1.0414221286773682, 0.9762288331985474, 1.064587116241455]","[1.3014447689056396, 1.0978364944458008, 1.2009292840957642, 1.190619945526123, 1.1493828296661377]","[1.3256382942199707, 1.1320898532867432, 1.1966060400009155, 1.1966060400009155, 1.1320898532867432]",batch_normalisation,baseline
Liver Cirrhosis,21958,18,0.6111111111111112,191,3,10.61111111111111,0.1666666666666666,63.66666666666666,0.5375,0.5,0.0340895638845375,0.0,0.0921304591904856,1.0346772722940614,0.7403080475740236,"[0.7622404098510742, 0.837007462978363, 0.84046870470047, 0.9324385523796082, 0.8406385183334351]","[1.0200433731079102, 1.047391414642334, 0.9714279174804688, 1.079796552658081, 1.0234758853912354]","[0.5784023404121399, 0.6100418567657471, 0.6007049679756165, 0.5936779379844666, 0.6093719601631165]","[1.0055545568466187, 1.0678176879882812, 0.8789346218109131, 1.0101408958435059, 1.0195602178573608]","[1.0645654201507568, 0.8668748140335083, 0.856468677520752, 0.8214776515960693, 0.8608619570732117]","[1.0693203210830688, 1.0132558345794678, 1.024635910987854, 1.01665198802948, 1.0128629207611084]","[1.1134278774261475, 0.7498403191566467, 1.1413062810897827, 0.8711622357368469, 0.886803150177002]","[1.1411880254745483, 0.9938399791717529, 1.140893816947937, 1.1067571640014648, 1.0638576745986938]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.0675479173660278, 1.0697559118270874, 1.0696748495101929, 1.0703375339508057, 1.0641956329345703]","[1.0751882791519165, 1.0741745233535767, 1.0728579759597778, 1.0734248161315918, 1.072652816772461]","[1.0894709825515747, 1.0903387069702148, 1.09089994430542, 1.091192364692688, 1.089145302772522]","[1.0925840139389038, 1.0921754837036133, 1.0918301343917847, 1.0919901132583618, 1.0919697284698486]","[0.7881957292556763, 0.6438403129577637, 0.796926736831665, 0.7683347463607788, 0.8641245365142822]","[1.033400297164917, 1.0316509008407593, 0.9802395105361938, 1.0153121948242188, 1.0280879735946655]","[1.1134282350540161, 1.1216926574707031, 1.3301331996917725, 1.1498053073883057, 1.190788984298706]","[1.141188383102417, 1.141188383102417, 1.3206756114959717, 1.141188383102417, 1.1924704313278198]",batch_normalisation,batch_normalisation
Liver Cirrhosis,11162,18,0.6111111111111112,244,4,13.555555555555555,0.2222222222222222,61.0,0.1122448979591836,0.5555555555555556,0.0421300690937343,0.0,0.147364448310202,1.0430301359126857,0.5855190884283372,"[1.053295612335205, 1.0660604238510132, 1.0384658575057983, 1.0614267587661743, 1.0513403415679932]","[1.238726019859314, 1.18891441822052, 1.3234477043151855, 1.1845982074737549, 1.2204610109329224]","[1.1039764881134033, 1.0411641597747803, 0.8324160575866699, 0.8868421912193298, 0.9073811173439026]","[1.3282145261764526, 1.2276140451431274, 1.3860716819763184, 1.2617636919021606, 1.3548381328582764]","[1.0740307569503784, 1.2087641954421997, 1.1095306873321533, 1.0907388925552368, 1.1512023210525513]","[1.201995611190796, 1.222969651222229, 1.321348786354065, 1.1326559782028198, 1.2057693004608154]","[1.3526337146759033, 1.3334112167358398, 1.3334120512008667, 1.053979516029358, 1.339766263961792]","[1.335498571395874, 1.3355040550231934, 1.3355048894882202, 1.1424310207366943, 1.3354554176330566]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.390613317489624, 1.3843694925308228, 1.3877981901168823, 1.3866281509399414, 1.3851511478424072]","[1.3044769763946533, 1.3003946542739868, 1.2935432195663452, 1.3004097938537598, 1.2994111776351929]","[1.2928590774536133, 1.2957079410552979, 1.2924031019210815, 1.2935099601745605, 1.2936702966690063]","[1.36903977394104, 1.3670692443847656, 1.3658802509307861, 1.3676782846450806, 1.3668938875198364]","[1.3656367063522339, 1.365798830986023, 1.3654903173446655, 1.3658456802368164, 1.3656184673309326]","[1.042927861213684, 1.0914899110794067, 1.0343652963638306, 1.0573827028274536, 1.0584467649459839]","[1.187602162361145, 1.191341757774353, 1.3202234506607056, 1.176185131072998, 1.2327301502227783]","[1.403924822807312, 1.4230732917785645, 1.3334120512008667, 1.3590530157089233, 1.3398222923278809]","[1.3967297077178955, 1.3967097997665405, 1.3355051279067993, 1.3355052471160889, 1.3355052471160889]",SMOTE,dropout
Liver Cirrhosis,57953,18,0.6111111111111112,267,4,14.833333333333334,0.2222222222222222,66.75,0.1121495327102803,0.5,0.0518221458189942,0.0022332801604879,0.1400116969368475,1.0531884118926496,0.2890277697670564,"[1.070111632347107, 1.016420841217041, 1.013985514640808, 1.0181145668029785, 1.0526834726333618]","[1.1843187808990479, 1.1436402797698975, 1.1509097814559937, 1.1173094511032104, 1.179960012435913]","[0.8869031071662903, 1.016945719718933, 0.9938765168190002, 0.8943238854408264, 0.8676275014877319]","[1.1706818342208862, 1.168059229850769, 1.152543067932129, 1.2415677309036255, 1.1287813186645508]","[1.097199559211731, 1.100844144821167, 1.1551613807678223, 1.0590206384658813, 1.0847152471542358]","[1.1621837615966797, 1.1294541358947754, 1.1548562049865723, 1.1820858716964722, 1.1765375137329102]","[1.337785243988037, 1.33186936378479, 1.3083736896514893, 1.0849117040634155, 0.8201274275779724]","[1.3362600803375244, 1.33622145652771, 1.336260199546814, 1.177344799041748, 1.2078030109405518]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3868659734725952, 1.384282112121582, 1.3831959962844849, 1.387220025062561, 1.3880925178527832]","[1.3018972873687744, 1.2921462059020996, 1.2879647016525269, 1.3034982681274414, 1.3004950284957886]","[1.2981024980545044, 1.2966099977493286, 1.3010293245315552, 1.3032892942428589, 1.298723816871643]","[1.3676270246505737, 1.3656436204910278, 1.3633836507797241, 1.3687409162521362, 1.3678069114685059]","[1.3663805723190308, 1.3664747476577759, 1.3670222759246826, 1.3688199520111084, 1.3668832778930664]","[1.0477309226989746, 1.0340688228607178, 1.0157365798950195, 1.0304838418960571, 1.013162612915039]","[1.1778788566589355, 1.1591882705688477, 1.1523704528808594, 1.1483973264694214, 1.175074577331543]","[1.3377859592437744, 0.8149654865264893, 1.308374285697937, 1.3869432210922241, 1.357703447341919]","[1.3362610340118408, 1.170492172241211, 1.3362610340118408, 1.3362610340118408, 1.3362610340118408]",SMOTE,baseline
Mushroom,56276,22,0.0,3564,2,162.0,0.0909090909090909,1782.0,0.010204081632653,0.0,0.0231058030221649,0.0,0.0564651742788733,1.0233748099671496,-0.8889197303207449,"[0.3224729299545288, 0.3246610760688782, 0.32290738821029663, 0.32334569096565247, 0.32378411293029785]","[0.323079913854599, 0.323079913854599, 0.3230798840522766, 0.3230799436569214, 0.3230799436569214]","[0.3224748969078064, 0.32466229796409607, 0.32290878891944885, 0.32334691286087036, 0.3237857520580292]","[0.323081910610199, 0.32308146357536316, 0.32308143377304077, 0.32308119535446167, 0.3230816423892975]","[0.32247334718704224, 0.32466134428977966, 0.3229079246520996, 0.3233458697795868, 0.3237844705581665]","[0.323080450296402, 0.32307976484298706, 0.3230803906917572, 0.32308050990104675, 0.3230801522731781]","[0.32247230410575867, 0.3246602714061737, 0.32290664315223694, 0.32334503531455994, 0.3237834572792053]","[0.3230794072151184, 0.3230794072151184, 0.3230794072151184, 0.3230794072151184, 0.3230794072151184]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3225567042827606, 0.32475510239601135, 0.3229864835739136, 0.323436975479126, 0.3238673210144043]","[0.3231580853462219, 0.32317042350769043, 0.32315343618392944, 0.3231693506240845, 0.3231595754623413]","[0.47428831458091736, 0.47595155239105225, 0.47461891174316406, 0.4749525785446167, 0.47528547048568726]","[0.47475019097328186, 0.474750816822052, 0.47475048899650574, 0.47475042939186096, 0.47475001215934753]","[0.32247310876846313, 0.3246608376502991, 0.32290729880332947, 0.3233456611633301, 0.3237841725349426]","[0.323079913854599, 0.3230798840522766, 0.323079913854599, 0.3230799734592438, 0.323079913854599]","[0.32247230410575867, 0.3246602714061737, 0.32290664315223694, 0.32334503531455994, 0.3237834572792053]","[0.3230794072151184, 0.3230794072151184, 0.3230794072151184, 0.3230794072151184, 0.3230794072151184]",layer_normalisation,layer_normalisation
Mushroom,22706,22,0.0,7724,8,351.09090909090907,0.3636363636363636,965.5,0.010204081632653,0.0,0.2919043305721157,0.0,0.6512399910884226,1.3389749125476862,-0.7688335061842175,"[1.8178082704544067, 1.5346347093582153, 1.8186174631118774, 1.5311228036880493, 1.5356894731521606]","[1.8170509338378906, 1.5355128049850464, 1.8170509338378906, 1.5293816328048706, 1.5349793434143066]","[1.4780746698379517, 1.476014256477356, 1.4322192668914795, 1.4792206287384033, 1.4779536724090576]","[1.477239727973938, 1.477806806564331, 1.433129072189331, 1.4771028757095337, 1.47731351852417]","[1.8178082704544067, 1.4291975498199463, 1.4262185096740723, 1.4301239252090454, 1.4338182210922241]","[1.8170509338378906, 1.4274299144744873, 1.427473545074463, 1.4277817010879517, 1.4302983283996582]","[1.817808985710144, 1.8220574855804443, 1.818617820739746, 1.815178632736206, 1.8128443956375122]","[1.8170515298843384, 1.8170515298843384, 1.8170514106750488, 1.8170511722564697, 1.8170511722564697]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.5042963027954102, 1.5336297750473022, 1.4803409576416016, 1.5059573650360107, 1.5046242475509644]","[1.5042868852615356, 1.534538984298706, 1.479813575744629, 1.5042130947113037, 1.5041694641113281]","[2.0586111545562744, 2.059055805206299, 2.0588085651397705, 2.0584728717803955, 2.058199167251587]","[2.058607339859009, 2.058624029159546, 2.0586066246032715, 2.058610200881958, 2.0586209297180176]","[1.4265605211257935, 1.5319499969482422, 1.5339381694793701, 1.8151782751083374, 1.4281401634216309]","[1.4274259805679321, 1.5326857566833496, 1.5328733921051025, 1.8170509338378906, 1.4274122714996338]","[1.9917916059494019, 1.8220566511154175, 1.8186174631118774, 1.998063087463379, 1.9993324279785156]","[1.9943971633911133, 1.8170509338378906, 1.8170509338378906, 1.9943971633911133, 1.9943971633911133]",batch_normalisation,batch_normalisation
Mushroom,26206,22,0.0,3620,6,164.54545454545453,0.2727272727272727,603.3333333333334,0.0166666666666666,0.0,0.3112948082897798,0.0,0.752857363601946,1.3651916316764288,-0.8199702908161255,"[1.4473060369491577, 1.4402263164520264, 1.4549002647399902, 1.4492896795272827, 1.4428157806396484]","[1.4469075202941895, 1.4469075202941895, 1.4469074010849, 1.4469075202941895, 1.4469074010849]","[1.2744475603103638, 1.2118334770202637, 1.2050106525421143, 1.2803539037704468, 1.206159234046936]","[1.268976092338562, 1.2115856409072876, 1.2024352550506592, 1.27809476852417, 1.2115647792816162]","[1.4473062753677368, 1.4402265548706055, 1.454900860786438, 1.4492902755737305, 1.442816138267517]","[1.4469077587127686, 1.4469082355499268, 1.4469074010849, 1.4469072818756104, 1.446907877922058]","[1.447306513786316, 1.4402265548706055, 1.454900860786438, 1.4492902755737305, 1.4428162574768066]","[1.4469082355499268, 1.446907877922058, 1.4469082355499268, 1.4469082355499268, 1.4469082355499268]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.4473906755447388, 1.4403184652328491, 1.4549864530563354, 1.4493597745895386, 1.4429160356521606]","[1.4469895362854004, 1.4469916820526123, 1.4469904899597168, 1.446973443031311, 1.4469996690750122]","[1.7077791690826416, 1.702898383140564, 1.7128874063491821, 1.7091437578201294, 1.7047345638275146]","[1.7075225114822388, 1.7075560092926025, 1.7075575590133667, 1.7075165510177612, 1.707515001296997]","[1.4473059177398682, 1.4402260780334473, 1.4549002647399902, 1.4492896795272827, 1.4428157806396484]","[1.4469075202941895, 1.4469075202941895, 1.4469074010849, 1.4469074010849, 1.4469075202941895]","[1.4473052024841309, 1.4402254819869995, 1.4548996686935425, 1.4492889642715454, 1.4428150653839111]","[1.4469069242477417, 1.4469069242477417, 1.4469069242477417, 1.4469069242477417, 1.4469069242477417]",batch_normalisation,batch_normalisation
Mushroom,74213,22,0.0,5964,8,271.09090909090907,0.3636363636363636,745.5,0.010204081632653,0.0,0.2711680382268211,0.0,0.656097013353153,1.311495433236463,-0.7651401804060655,"[1.6838618516921997, 1.5780808925628662, 1.682183027267456, 1.57581627368927, 1.680349349975586]","[1.6822234392166138, 1.5854700803756714, 1.682223916053772, 1.5801969766616821, 1.682223916053772]","[1.4869420528411865, 1.4213769435882568, 1.5707579851150513, 1.415514588356018, 1.455478549003601]","[1.5532970428466797, 1.463104248046875, 1.592714548110962, 1.4672540426254272, 1.4847065210342407]","[1.6838626861572266, 1.6829686164855957, 1.6821770668029785, 1.683230996131897, 1.6803489923477173]","[1.682223916053772, 1.6822245121002197, 1.6822079420089722, 1.6822240352630615, 1.6822246313095093]","[1.6838630437850952, 1.6829696893692017, 1.6821837425231934, 1.6832317113876343, 1.680349349975586]","[1.6822245121002197, 1.6822245121002197, 1.6822243928909302, 1.6822245121002197, 1.6822240352630615]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.580176591873169, 1.5773333311080933, 1.5753564834594727, 1.57695734500885, 1.57642662525177]","[1.5775765180587769, 1.5780922174453735, 1.5775419473648071, 1.578099250793457, 1.5778871774673462]","[1.9848005771636963, 1.9840996265411377, 1.9836015701293945, 1.9843065738677979, 1.9821466207504272]","[1.9835286140441895, 1.983525276184082, 1.9836411476135254, 1.9835269451141357, 1.983614444732666]","[1.5801399946212769, 1.5774754285812378, 1.6821824312210083, 1.683230996131897, 1.680349349975586]","[1.5791640281677246, 1.5782113075256348, 1.6822232007980347, 1.682223916053772, 1.6822237968444824]","[1.6838619709014893, 1.6829686164855957, 1.6821826696395874, 1.6832306385040283, 2.1817898750305176]","[1.6822233200073242, 1.6822233200073242, 1.6822233200073242, 1.6822233200073242, 2.1776132583618164]",batch_normalisation,batch_normalisation
Mushroom,41121,22,0.0,6536,5,297.09090909090907,0.2272727272727272,1307.2,0.0544217687074829,0.0,0.2251906420104029,0.0,0.5993138819926717,1.2525614842710426,-0.7779198470211021,"[1.5753251314163208, 0.904835045337677, 0.9048347473144531, 0.9048356413841248, 0.9048354029655457]","[1.5745574235916138, 0.904837429523468, 0.9048363566398621, 0.9048367142677307, 0.9048427939414978]","[0.9971388578414917, 0.9401973485946655, 1.367290735244751, 1.3657459020614624, 0.9048378467559814]","[0.9897007942199707, 0.941798985004425, 1.365077257156372, 1.365077257156372, 0.9048373699188232]","[1.3641821146011353, 1.3653777837753296, 0.912528932094574, 1.3657459020614624, 1.5756431818008423]","[1.365077257156372, 1.365077257156372, 0.9127111434936523, 1.365077257156372, 1.5745574235916138]","[1.3641823530197144, 1.3653782606124878, 1.36729097366333, 1.3657461404800415, 1.362640619277954]","[1.3650774955749512, 1.3650778532028198, 1.3650774955749512, 1.3650774955749512, 1.365079641342163]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.9958775043487549, 0.9949035048484802, 0.9645706415176392, 0.9689072370529175, 0.9933643937110901]","[0.9961636662483215, 0.9949337244033813, 0.9662061333656311, 0.9667359590530396, 0.9955847859382629]","[1.5558876991271973, 1.5562033653259277, 1.5569980144500732, 1.5563676357269287, 1.5552631616592407]","[1.556216835975647, 1.5561968088150024, 1.5562130212783813, 1.5561468601226807, 1.5562002658843994]","[1.3641821146011353, 1.3653777837753296, 1.367290735244751, 0.904835045337677, 1.362637996673584]","[1.365077257156372, 1.365077257156372, 1.365077257156372, 0.9048410058021545, 1.365077257156372]","[1.5753251314163208, 1.5726947784423828, 1.3672319650650024, 1.3657459020614624, 1.362637996673584]","[1.5745574235916138, 1.5745574235916138, 1.3650151491165161, 1.365077257156372, 1.365077257156372]",prune,prune
Mushroom,56420,20,0.0,8124,9,406.2,0.45,902.6666666666666,0.010204081632653,0.0,0.3183641651317854,0.0209398332964979,0.6598973310110031,1.3748768522832255,-0.747506823996843,"[1.5651509761810303, 1.940137267112732, 1.9318664073944092, 1.9378288984298706, 1.9398359060287476]","[1.5643647909164429, 1.937489628791809, 1.937489628791809, 1.93748939037323, 1.937489628791809]","[1.596774697303772, 1.5698729753494263, 1.5932128429412842, 1.5883944034576416, 1.9982995986938477]","[1.5971646308898926, 1.5670362710952759, 1.5971759557724, 1.5961511135101318, 2.0014922618865967]","[1.5654264688491821, 1.5688284635543823, 1.5584230422973633, 1.5636972188949585, 1.562769889831543]","[1.5668865442276, 1.5672262907028198, 1.5700242519378662, 1.5632379055023193, 1.5649555921554565]","[1.9389835596084595, 1.9401379823684692, 1.9318671226501465, 1.9378294944763184, 1.939836025238037]","[1.9374897480010986, 1.9374901056289673, 1.9374901056289673, 1.9374897480010986, 1.9374901056289673]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6691837310791016, 1.6762105226516724, 1.6629295349121094, 1.6420491933822632, 1.6679195165634155]","[1.6695612668991089, 1.669773817062378, 1.6675398349761963, 1.6415342092514038, 1.6693120002746582]","[2.182326078414917, 2.182600259780884, 2.181723117828369, 2.18229079246521, 2.1823556423187256]","[2.1822428703308105, 2.182246446609497, 2.1822497844696045, 2.182241916656494, 2.182248830795288]","[1.9389832019805908, 1.5632139444351196, 1.9318664073944092, 1.9378292560577393, 1.9398359060287476]","[1.937489628791809, 1.5784460306167603, 1.937489628791809, 1.937489628791809, 1.937489628791809]","[1.9458303451538086, 1.940137267112732, 1.9318664073944092, 2.106707811355591, 1.9398359060287476]","[1.9445306062698364, 1.937489628791809, 1.937489628791809, 2.106105089187622, 1.937489628791809]",dropout,dropout
Mushroom,1936,16,0.0,8124,9,507.75,0.5625,902.6666666666666,0.010204081632653,0.0,0.3149290761486494,0.0,0.6598973310110031,1.370162130335567,-0.6809409432642554,"[1.5581660270690918, 1.5685994625091553, 1.5731571912765503, 1.5673904418945312, 1.5759267807006836]","[1.5737115144729614, 1.5779131650924683, 1.5817219018936157, 1.5753228664398193, 1.5734115839004517]","[1.5966624021530151, 1.594198226928711, 1.6110472679138184, 1.5579216480255127, 1.5690701007843018]","[1.597183108329773, 1.6017298698425293, 1.6137617826461792, 1.5784368515014648, 1.5670362710952759]","[1.596709966659546, 1.598201036453247, 1.6161998510360718, 1.5783647298812866, 1.6205147504806519]","[1.6037120819091797, 1.5919615030288696, 1.6235685348510742, 1.5799299478530884, 1.6190298795700073]","[1.9364829063415527, 1.9368679523468018, 1.9401376247406006, 1.941483974456787, 1.9336819648742676]","[1.9374897480010986, 1.9374901056289673, 1.9374898672103882, 1.9374898672103882, 1.9374898672103882]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.5987896919250488, 1.6321712732315063, 1.617642879486084, 1.627324104309082, 1.6314748525619507]","[1.6016290187835693, 1.6280038356781006, 1.6204144954681396, 1.6305427551269531, 1.6316195726394653]","[2.1821448802948, 2.182340145111084, 2.182326078414917, 2.1824872493743896, 2.181990623474121]","[2.1822423934936523, 2.1822454929351807, 2.182250499725342, 2.1822500228881836, 2.182248830795288]","[1.5701823234558105, 1.936867356300354, 1.570758581161499, 1.574459433555603, 1.5813337564468384]","[1.583548903465271, 1.93748939037323, 1.5834918022155762, 1.5804696083068848, 1.5899585485458374]","[2.1063232421875, 1.936867356300354, 1.940137267112732, 1.9414838552474976, 1.9336819648742676]","[2.106104850769043, 1.93748939037323, 1.93748939037323, 1.93748939037323, 1.93748939037323]",baseline,baseline
Mushroom,82717,17,0.0,8124,9,477.88235294117646,0.5294117647058824,902.6666666666666,0.010204081632653,0.0,0.344581275566113,0.0209398332964979,0.6598973310110031,1.4113988087528204,-0.7255500076393953,"[1.9416760206222534, 1.936867356300354, 1.5601637363433838, 1.936867356300354, 1.5635942220687866]","[1.937489628791809, 1.93748939037323, 1.5715206861495972, 1.937489628791809, 1.5634404420852661]","[1.7674548625946045, 1.5982824563980103, 1.64125657081604, 1.999382734298706, 1.6142412424087524]","[1.7756364345550537, 1.5971910953521729, 1.6424633264541626, 2.001492738723755, 1.6129066944122314]","[1.5654486417770386, 1.567304253578186, 1.5633364915847778, 1.5604747533798218, 1.5651346445083618]","[1.565384864807129, 1.562734603881836, 1.5635921955108643, 1.5656739473342896, 1.563079595565796]","[1.9416767358779907, 1.9368679523468018, 1.9362907409667969, 1.9368677139282227, 1.9369512796401978]","[1.9374902248382568, 1.9374901056289673, 1.9374898672103882, 1.9374898672103882, 1.9374897480010986]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.9416972398757935, 1.6374276876449585, 1.66818106174469, 1.6703312397003174, 1.6413776874542236]","[1.9375100135803223, 1.6401808261871338, 1.6694514751434326, 1.6699755191802979, 1.6401537656784058]","[2.1826088428497314, 2.1821000576019287, 2.182117223739624, 2.1822168827056885, 2.182262897491455]","[2.182248592376709, 2.1822428703308105, 2.182241916656494, 2.1822423934936523, 2.1822428703308105]","[1.9416760206222534, 1.936867356300354, 1.9362903833389282, 1.5846534967422485, 1.9369510412216187]","[1.937489628791809, 1.937489628791809, 1.937489628791809, 1.5844835042953491, 1.937489628791809]","[1.9416760206222534, 1.936867356300354, 1.9362903833389282, 2.1070923805236816, 1.9369510412216187]","[1.937489628791809, 1.937489628791809, 1.937489628791809, 2.106105089187622, 1.937489628791809]",dropout,dropout
