dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique,subset_type
Obesity Levels,31463,16.0,0.5,869.0,3.0,54.3125,0.1875,289.6666666666667,0.9494949494949496,0.125,0.24544219028933,0.0033924679111997,0.892271777702502,1.2781863898695265,-0.7203037046030052,"[0.5514823794364929, 0.551464855670929, 0.5514721274375916, 0.5514645576477051, 0.5514675974845886]","[0.5562099814414978, 0.5679824352264404, 0.5665202736854553, 0.5529424548149109, 0.5665013790130615]","[0.5514578223228455, 0.551459014415741, 0.5514649152755737, 0.5514783263206482, 0.5514574646949768]","[0.5739437937736511, 0.5706818699836731, 0.5682142972946167, 0.5623727440834045, 0.573910117149353]","[0.552862286567688, 0.5518901348114014, 0.5537176728248596, 0.5517469048500061, 0.5517313480377197]","[0.5811192989349365, 0.5614488124847412, 0.5780193209648132, 0.5733770728111267, 0.5722400546073914]","[0.9021781086921692, 0.8841549754142761, 0.5587524175643921, 1.1989250183105469, 0.9111570715904236]","[0.925068199634552, 0.878844678401947, 0.5671247243881226, 1.2066153287887573, 0.8847799301147461]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.8907754421234131, 0.5550974011421204, 0.8945753574371338, 0.8706346750259399, 0.5533052086830139]","[0.8988290429115295, 0.5571404099464417, 0.9009023308753967, 0.8741658329963684, 0.5563715100288391]","[1.0985732078552246, 1.0981085300445557, 1.0980347394943237, 1.0983474254608154, 1.0981354713439941]","[1.0986311435699463, 1.098732352256775, 1.0992443561553955, 1.0985331535339355, 1.0989285707473755]","[0.5514711141586304, 0.8931872844696045, 0.5514711141586304, 0.5514684915542603, 1.1935306787490845]","[0.5583528280258179, 0.9178177118301392, 0.568074107170105, 0.5589672327041626, 1.2181111574172974]","[1.225905179977417, 1.2097182273864746, 1.2474879026412964, 1.2330994606018066, 1.1935310363769531]","[1.2181113958358765, 1.2066171169281006, 1.2181113958358765, 1.2296056747436523, 1.2181113958358765]",batch_normalisation,baseline,classes
Obesity Levels,23392,16.0,0.5,1763.0,6.0,110.1875,0.375,293.8333333333333,0.7606837606837606,0.125,0.2163470920034191,0.0064112773462473,1.0727681440486678,1.2415332304800732,-0.4835843214072322,"[1.2173848152160645, 1.2129396200180054, 1.2165212631225586, 1.2414137125015259, 1.6232823133468628]","[1.2581638097763062, 1.2701988220214844, 1.2713652849197388, 1.300538420677185, 1.6546419858932495]","[1.578904390335083, 1.5675894021987915, 1.5621964931488037, 1.37931227684021, 1.3594130277633667]","[1.5980262756347656, 1.6109822988510132, 1.6098557710647583, 1.409301996231079, 1.3920024633407593]","[1.283246636390686, 1.2415311336517334, 1.2744425535202026, 1.858307957649231, 1.2226721048355103]","[1.2861055135726929, 1.293911099433899, 1.3091305494308472, 1.8596566915512085, 1.2624127864837646]","[1.8647886514663696, 1.3755978345870972, 1.5258781909942627, 1.8795846700668335, 1.218260407447815]","[1.8679496049880981, 1.4066128730773926, 1.5540131330490112, 1.8792859315872192, 1.2610669136047363]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7917319536209106, 1.7917506694793701, 1.7920483350753784, 1.791490912437439, 1.7919551134109497]","[1.3855805397033691, 1.3759554624557495, 1.3960224390029907, 1.5886955261230469, 1.365552306175232]","[1.4087578058242798, 1.3907629251480103, 1.4053785800933838, 1.5885002613067627, 1.3916233777999878]","[1.7914918661117554, 1.7916224002838135, 1.7915154695510864, 1.7914373874664307, 1.791595697402954]","[1.791586995124817, 1.7915750741958618, 1.791553020477295, 1.7916080951690674, 1.7915592193603516]","[1.2182625532150269, 1.3689686059951782, 1.361876368522644, 1.0480397939682007, 1.0462743043899536]","[1.2580056190490723, 1.37705397605896, 1.3916082382202148, 1.0953596830368042, 1.087890386581421]","[1.8849040269851685, 1.8849040269851685, 1.8432371616363525, 1.6493717432022095, 1.8795849084854126]","[1.887784481048584, 1.8934502601623535, 1.8452916145324707, 1.644035816192627, 1.8792859315872192]",SMOTE,weight_normalisation,classes
Obesity Levels,30823,16.0,0.5,1487.0,5.0,92.9375,0.3125,297.4,0.7606837606837606,0.125,0.2306002311313745,0.0065768427774587,1.078192070664922,1.2593556876053311,-0.565007209562153,"[0.9058996438980103, 0.9058986306190491, 0.9048567414283752, 0.9080154299736023, 0.9069732427597046]","[0.9511319398880005, 0.9435405135154724, 0.944608747959137, 0.9291334748268127, 0.931625247001648]","[0.9209214448928833, 0.9069578647613525, 1.1130295991897583, 1.0983761548995972, 0.9089822173118591]","[0.9698435068130493, 0.9457317590713501, 1.174476146697998, 1.1356369256973267, 0.9522925019264221]","[0.9191961288452148, 0.9431003928184509, 0.9170185327529907, 0.9226041436195374, 0.9168174266815186]","[0.9730110168457031, 1.0123608112335205, 0.9913815259933472, 0.9675094485282898, 0.9622647166252136]","[1.124651312828064, 0.9122157096862793, 0.9255270957946777, 1.320881724357605, 0.9143059253692627]","[1.165871262550354, 0.9598394632339478, 0.9846084117889404, 1.3383203744888306, 0.9515915513038635]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.609285593032837, 1.609406590461731, 1.6090739965438843, 1.6088515520095825, 1.6093690395355225]","[0.940986156463623, 1.2744091749191284, 1.4308292865753174, 1.276658535003662, 0.9125184416770935]","[0.9628300070762634, 1.2856903076171875, 1.4470276832580566, 1.2906965017318726, 0.9306500554084778]","[1.6091433763504028, 1.6089147329330444, 1.6089364290237427, 1.6089125871658325, 1.6092385053634644]","[1.6090842485427856, 1.609094262123108, 1.6090967655181885, 1.609071969985962, 1.6091068983078003]","[0.9059075117111206, 0.9090597629547119, 0.906963050365448, 0.9059138894081116, 0.9080095291137695]","[0.934019148349762, 0.9402920603752136, 0.9461065530776978, 0.9310794472694397, 0.9388899803161621]","[1.7060943841934204, 1.7134549617767334, 1.6976821422576904, 1.710300326347351, 1.7136561870574951]","[1.703490138053894, 1.7135573625564575, 1.703490138053894, 1.7102017402648926, 1.7102017402648926]",SMOTE,weight_normalisation,classes
Obesity Levels,89857,16.0,0.5,1736.0,6.0,108.5,0.375,289.3333333333333,0.8240740740740741,0.1875,0.3106315033016417,0.0089511587284687,1.2651240546810478,1.3642863935150575,-0.6398855534318612,"[1.1954313516616821, 1.5606865882873535, 1.8778259754180908, 1.205626130104065, 1.5368425846099854]","[1.2157047986984253, 1.5881705284118652, 1.8769253492355347, 1.2307488918304443, 1.5292425155639648]","[1.4416311979293823, 1.6346991062164307, 1.8553038835525513, 1.602983832359314, 1.519727110862732]","[1.4907742738723755, 1.6634447574615479, 1.856810450553894, 1.6008602380752563, 1.5292329788208008]","[1.3355422019958496, 1.2747056484222412, 1.5874671936035156, 1.6906592845916748, 1.4777148962020874]","[1.356443166732788, 1.2896747589111328, 1.6022496223449707, 1.6900255680084229, 1.5148311853408813]","[1.881360411643982, 1.8533341884613037, 1.7471421957015991, 1.6227437257766724, 1.518892526626587]","[1.8711603879928589, 1.8567684888839722, 1.7401998043060303, 1.640612244606018, 1.5187758207321167]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7919650077819824, 1.7917684316635132, 1.791957139968872, 1.7917636632919312, 1.791872262954712]","[1.3529688119888306, 1.214201807975769, 1.5721054077148438, 1.557254672050476, 1.3889405727386475]","[1.3861995935440063, 1.2168306112289429, 1.5875828266143799, 1.549460768699646, 1.4004212617874146]","[1.7916432619094849, 1.7916412353515625, 1.7916737794876099, 1.7917087078094482, 1.7916984558105469]","[1.7918251752853394, 1.7916998863220215, 1.7916922569274902, 1.7917035818099976, 1.7916799783706665]","[1.3941316604614258, 1.5580259561538696, 1.5442454814910889, 1.2317545413970947, 1.373940110206604]","[1.4187321662902832, 1.5781916379928589, 1.5516256093978882, 1.2844784259796143, 1.4173985719680786]","[1.8760243654251099, 1.8535020351409912, 1.7904831171035767, 1.859073519706726, 1.8743751049041748]","[1.8769253492355347, 1.856810450553894, 1.7904621362686157, 1.856810450553894, 1.8797990083694458]",SMOTE,prune,classes
Obesity Levels,61979,15.0,0.4666666666666667,2087.0,7.0,139.13333333333333,0.4666666666666667,298.1428571428572,0.7606837606837606,0.2666666666666666,0.2861061578480636,0.0075279236642195,1.2492759552356525,1.331233768663546,-0.5475375288820094,"[1.5661816596984863, 2.0208330154418945, 1.506693720817566, 1.7287206649780273, 2.0232067108154297]","[1.5643070936203003, 2.0214083194732666, 1.5442489385604858, 1.741348147392273, 2.0266661643981934]","[1.7781553268432617, 1.8128947019577026, 1.7808897495269775, 1.9202806949615479, 1.6268556118011475]","[1.7826461791992188, 1.8089570999145508, 1.810705542564392, 1.92189621925354, 1.657348394393921]","[1.3648103475570679, 2.022289514541626, 1.6657742261886597, 1.4191904067993164, 1.2296453714370728]","[1.3810220956802368, 2.009648084640503, 1.6825650930404663, 1.438820242881775, 1.2600468397140503]","[2.000587224960327, 1.4503302574157715, 1.8710403442382812, 1.9946322441101074, 1.7797147035598755]","[1.9955421686172485, 1.464883804321289, 1.8709228038787842, 1.9979544878005981, 1.7618941068649292]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9459096193313599, 1.9461079835891724, 1.9458197355270386, 1.945737600326538, 1.9458272457122803]","[1.719836711883545, 2.0260508060455322, 1.6429976224899292, 1.6231030225753784, 1.7433468103408813]","[1.720828890800476, 2.0266215801239014, 1.6482090950012207, 1.6294201612472534, 1.749531626701355]","[1.945827841758728, 1.945746660232544, 1.945791482925415, 1.9457347393035889, 1.945784568786621]","[1.9457893371582031, 1.9457905292510986, 1.945809006690979, 1.9457950592041016, 1.9457871913909912]","[1.3227580785751343, 1.3632936477661133, 2.0081186294555664, 1.5879707336425781, 1.3234056234359741]","[1.3603814840316772, 1.3689876794815063, 2.0099196434020996, 1.6096858978271484, 1.3524489402770996]","[2.0021262168884277, 2.0335869789123535, 2.030590534210205, 2.0081186294555664, 2.0082366466522217]","[1.9979580640792847, 2.0338432788848877, 2.021881580352783, 2.0099196434020996, 2.0099196434020996]",SMOTE,weight_normalisation,features
Obesity Levels,10111,12.0,0.6666666666666666,2087.0,7.0,173.91666666666666,0.5833333333333334,298.1428571428572,0.7606837606837606,0.3333333333333333,0.3600807519415553,0.0774653117218858,1.2553187749026784,1.433445163366862,-0.5506136523404751,"[1.7317311763763428, 2.0260963439941406, 1.4306142330169678, 1.7219847440719604, 1.7140785455703735]","[1.745361566543579, 2.0266661643981934, 1.4442627429962158, 1.72297203540802, 1.7228894233703613]","[1.6074719429016113, 1.5941728353500366, 1.6166290044784546, 1.7427034378051758, 1.5169473886489868]","[1.6333675384521484, 1.6031732559204102, 1.6468266248703003, 1.7430158853530884, 1.5585614442825317]","[1.517703652381897, 1.3462671041488647, 1.8045053482055664, 1.562034010887146, 1.6535367965698242]","[1.5467050075531006, 1.3761279582977295, 1.8260468244552612, 1.5574214458465576, 1.6240085363388062]","[1.607570767402649, 1.640964388847351, 1.7316360473632812, 1.8856722116470337, 1.6312271356582642]","[1.6063941717147827, 1.647790551185608, 1.7271771430969238, 1.8820338249206543, 1.6295876502990723]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9459493160247803, 1.9456193447113037, 1.9455808401107788, 1.9458709955215454, 1.9458664655685425]","[1.6067843437194824, 1.425497055053711, 1.3107261657714844, 1.7296894788742065, 1.515097975730896]","[1.6167347431182861, 1.4325355291366577, 1.3217909336090088, 1.737502932548523, 1.4966179132461548]","[1.9457753896713257, 1.94579017162323, 1.945786952972412, 1.945834994316101, 1.9457131624221802]","[1.9457902908325195, 1.9457842111587524, 1.9458273649215698, 1.9458078145980835, 1.9458156824111938]","[1.5879062414169312, 1.469716191291809, 1.7250688076019287, 1.448588252067566, 1.3308061361312866]","[1.5999665260314941, 1.4914652109146118, 1.7319411039352417, 1.4834247827529907, 1.3636013269424438]","[2.0268454551696777, 2.0156095027923584, 2.005122423171997, 2.0238490104675293, 2.001499891281128]","[2.0266661643981934, 2.0099196434020996, 2.0099196434020996, 2.021881580352783, 2.0099196434020996]",SMOTE,prune,features
Obesity Levels,96291,13.0,0.4615384615384615,2087.0,7.0,160.53846153846155,0.5384615384615384,298.1428571428572,0.7606837606837606,0.2307692307692307,0.2723275220869832,0.0075279236642195,1.250387776632284,1.313016972953886,-0.4515132500269537,"[1.444109320640564, 1.4500722885131836, 1.3161736726760864, 2.031284809112549, 1.8592863082885742]","[1.4819855690002441, 1.4785009622573853, 1.33151376247406, 2.026322364807129, 1.8682740926742554]","[1.5783205032348633, 1.6793702840805054, 1.7234477996826172, 1.739593267440796, 1.9683279991149902]","[1.601653814315796, 1.7264654636383057, 1.7505582571029663, 1.7572044134140015, 1.9639767408370972]","[1.587878942489624, 1.5387691259384155, 1.701853632926941, 1.4769055843353271, 1.3373148441314697]","[1.5891954898834229, 1.5442805290222168, 1.7157166004180908, 1.4966697692871094, 1.3542331457138062]","[1.450881838798523, 2.0192294120788574, 1.8664875030517578, 1.7078075408935547, 1.4816937446594238]","[1.4985789060592651, 2.023538112640381, 1.8711634874343872, 1.7190793752670288, 1.4885374307632446]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.945730209350586, 1.946004867553711, 1.9457674026489258, 1.945864200592041, 1.946225881576538]","[1.7677544355392456, 1.7344176769256592, 1.660035252571106, 1.3205422163009644, 1.5573229789733887]","[1.7822753190994263, 1.7426365613937378, 1.654768705368042, 1.3233253955841064, 1.5658540725708008]","[1.9457746744155884, 1.9457894563674927, 1.9457588195800781, 1.9457929134368896, 1.9457719326019287]","[1.9458231925964355, 1.945788860321045, 1.9458239078521729, 1.9457958936691284, 1.9457855224609375]","[1.5924110412597656, 1.56483793258667, 1.5856410264968872, 1.6521304845809937, 1.7335569858551025]","[1.6159210205078125, 1.5771855115890503, 1.6264678239822388, 1.6805121898651123, 1.742152214050293]","[1.944631814956665, 2.0231001377105713, 2.0073697566986084, 2.0313398838043213, 2.026949167251587]","[1.9636462926864624, 2.0266661643981934, 2.0099196434020996, 2.0338432788848877, 2.0266661643981934]",SMOTE,dropout,features
Obesity Levels,79162,8.0,0.375,2087.0,7.0,260.875,0.875,298.1428571428572,0.7606837606837606,0.125,0.3083588120528195,0.0075279236642195,1.256137889964269,1.361189312455207,-0.2128551172239897,"[2.02909255027771, 1.7627089023590088, 1.5553758144378662, 1.8112878799438477, 1.4274276494979858]","[2.0266661643981934, 1.758749008178711, 1.6008034944534302, 1.796913504600525, 1.435524821281433]","[1.5699248313903809, 1.8437215089797974, 1.6469370126724243, 1.7417888641357422, 1.818995714187622]","[1.5802322626113892, 1.8064128160476685, 1.7085766792297363, 1.773533821105957, 1.8387864828109741]","[1.7130799293518066, 1.6940250396728516, 1.5959630012512207, 1.5386054515838623, 1.7240996360778809]","[1.7099560499191284, 1.691328763961792, 1.6385129690170288, 1.5765130519866943, 1.7246510982513428]","[2.028221845626831, 1.7522940635681152, 1.7341499328613281, 1.7600759267807007, 2.027695894241333]","[2.0328800678253174, 1.7530661821365356, 1.7261065244674683, 1.7949060201644897, 2.0290567874908447]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.945568561553955, 1.9460901021957397, 1.9458874464035034, 1.9456411600112915, 1.945992112159729]","[1.6150500774383545, 1.6090004444122314, 1.5936801433563232, 1.7712870836257935, 1.4759472608566284]","[1.6228561401367188, 1.6104604005813599, 1.6000570058822632, 1.7692424058914185, 1.4856525659561157]","[1.9458003044128418, 1.9457414150238037, 1.9457215070724487, 1.9458348751068115, 1.9457767009735107]","[1.9458096027374268, 1.9457972049713135, 1.9458452463150024, 1.9458156824111938, 1.9457894563674927]","[1.6474878787994385, 2.02602219581604, 1.5183939933776855, 1.4623442888259888, 1.6066688299179077]","[1.6682778596878052, 2.0266661643981934, 1.5472055673599243, 1.4652166366577148, 1.6445399522781372]","[2.0238490104675293, 2.0081188678741455, 2.021601915359497, 2.02909255027771, 2.0134761333465576]","[2.021881580352783, 2.0099196434020996, 2.0266661643981934, 2.0290584564208984, 2.0099196434020996]",SMOTE,prune,features
Obesity Levels,96476,11.0,0.4545454545454545,2087.0,7.0,189.72727272727272,0.6363636363636364,298.1428571428572,0.7606837606837606,0.2727272727272727,0.310141218600776,0.0330255146166601,1.2474739153019896,1.3636176687148829,-0.4308210198008187,"[2.0313026905059814, 1.5960842370986938, 1.996882677078247, 2.00437331199646, 1.2374982833862305]","[2.0266661643981934, 1.6115912199020386, 1.9979580640792847, 1.9979580640792847, 1.2771073579788208]","[1.457242727279663, 2.02534818649292, 1.472306251525879, 2.00437331199646, 1.655787706375122]","[1.47260582447052, 2.0218846797943115, 1.5097965002059937, 1.9979580640792847, 1.6717727184295654]","[1.6879092454910278, 1.3385610580444336, 1.4081171751022339, 1.4375574588775635, 1.4100807905197144]","[1.6984249353408813, 1.3583753108978271, 1.4228993654251099, 1.449913501739502, 1.4012812376022339]","[1.7175531387329102, 2.021587610244751, 1.7203123569488525, 2.004354238510132, 2.0284438133239746]","[1.7265126705169678, 2.0266401767730713, 1.7002813816070557, 1.9979385137557983, 2.0338408946990967]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9461175203323364, 1.9460248947143555, 1.9460372924804688, 1.9460798501968384, 1.9460288286209106]","[1.6217259168624878, 1.7436457872390747, 1.8917367458343506, 1.7446165084838867, 1.7983969449996948]","[1.6239546537399292, 1.7347089052200317, 1.8998020887374878, 1.7352811098098755, 1.7994213104248047]","[1.9457662105560303, 1.9457253217697144, 1.9457874298095703, 1.945813775062561, 1.9457600116729736]","[1.9458004236221313, 1.945807933807373, 1.9458047151565552, 1.9458091259002686, 1.945796012878418]","[1.3260324001312256, 1.7242974042892456, 1.4565200805664062, 1.7262377738952637, 1.9955120086669922]","[1.3536443710327148, 1.7479846477508545, 1.4971791505813599, 1.725083827972412, 1.9979580640792847]","[2.038081407546997, 1.9923884868621826, 2.011863946914673, 1.9275048971176147, 1.5655338764190674]","[2.038627862930298, 1.9979580640792847, 2.0099196434020996, 1.9226315021514893, 1.5567644834518433]",SMOTE,dropout,features
Obesity Levels,18276,16.0,0.5,410.0,7.0,25.625,0.4375,58.57142857142857,0.7681159420289855,0.1875,0.2631678062557754,0.0254332992860669,1.217338736819627,1.3010450241288192,-0.5388566571421829,"[1.7254277467727661, 1.4706674814224243, 1.6613774299621582, 1.5718070268630981, 1.7933664321899414]","[1.7144862413406372, 1.4495128393173218, 1.6518375873565674, 1.5789607763290405, 1.8223791122436523]","[1.3190739154815674, 1.3805500268936157, 1.208509087562561, 1.9107003211975098, 1.445813536643982]","[1.4133014678955078, 1.445167064666748, 1.36689031124115, 1.930605411529541, 1.5214805603027344]","[1.9375203847885132, 1.80332612991333, 1.9402929544448853, 1.8006441593170166, 1.7252777814865112]","[1.9404876232147217, 1.8007535934448242, 1.939408779144287, 1.8031086921691895, 1.7265602350234985]","[1.5037472248077393, 1.4766408205032349, 1.6030021905899048, 1.50834321975708, 1.6821759939193726]","[1.5589628219604492, 1.524043083190918, 1.6164473295211792, 1.5781188011169434, 1.7075421810150146]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9458621740341187, 1.946040391921997, 1.9457858800888062, 1.9460469484329224, 1.9458104372024536]","[1.940602421760559, 1.9420744180679321, 1.9415425062179565, 1.94003164768219, 1.9435807466506958]","[1.942379355430603, 1.9423959255218506, 1.9423120021820068, 1.9413954019546509, 1.9428215026855469]","[1.9457268714904785, 1.9457645416259766, 1.9457567930221558, 1.9457095861434937, 1.9458417892456055]","[1.9458348751068115, 1.9458155632019043, 1.9458056688308716, 1.9457579851150513, 1.9458149671554565]","[1.7657148838043213, 1.7142969369888306, 1.5967962741851807, 1.8554695844650269, 1.558912754058838]","[1.8056644201278687, 1.7265639305114746, 1.6061300039291382, 1.8725444078445435, 1.5597950220108032]","[2.028017520904541, 2.024200677871704, 2.035651206970215, 2.036144495010376, 2.009528398513794]","[2.031275749206543, 2.031275749206543, 2.031275510787964, 2.031275749206543, 1.994690179824829]",SMOTE,batch_normalisation,instances
