model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Random forest,weight decay,"[0.10824742268041238, 0.09278350515463918, 0.09511568123393316, 0.07455012853470437, 0.09511568123393316, 0.10539845758354756, 0.09768637532133675, 0.11311053984575835, 0.09511568123393316, 0.08997429305912596]",0.3472222222222222,Models\RandomForest\20260731_Jul\weight_decay.pkl,"[89.17525773195877, 90.72164948453609, 90.48843187660668, 92.54498714652956, 90.48843187660668, 89.46015424164524, 90.23136246786633, 88.68894601542416, 90.48843187660668, 91.00257069408741]","[0.8173913043478261, 0.8421052631578947, 0.8384279475982532, 0.8699551569506726, 0.8294930875576036, 0.825531914893617, 0.8288288288288288, 0.7981651376146789, 0.8438818565400844, 0.8471615720524017]",103.0,285.0,5.0,39.0,65.27777777777779,0.2647058823529412,9.0,85.0,15.0,35.0
Random forest,weight perturbation,"[0.08505154639175258, 0.08247422680412371, 0.07455012853470437, 0.07455012853470437, 0.07969151670951156, 0.09511568123393316, 0.08997429305912596, 0.07455012853470437, 0.06683804627249357, 0.07969151670951156]",0.1875,Models\RandomForest\20260731_Jul\weight_perturbation.pkl,"[91.49484536082474, 91.75257731958763, 92.54498714652956, 92.54498714652956, 92.03084832904884, 90.48843187660668, 91.00257069408741, 92.54498714652956, 93.31619537275064, 92.03084832904884]","[0.6972477064220184, 0.6981132075471698, 0.7433628318584071, 0.7289719626168224, 0.6804123711340206, 0.672566371681416, 0.6464646464646465, 0.7339449541284404, 0.7719298245614035, 0.7155963302752294]",38.0,355.0,2.0,37.0,81.25,0.0,0.0,117.0,4.0,23.0
svm,baseline,"[0.07216494845360824, 0.08247422680412371, 0.08740359897172237, 0.07455012853470437, 0.07712082262210797, 0.07197943444730077, 0.08483290488431877, 0.08226221079691516, 0.07969151670951156, 0.08740359897172237]",0.2152777777777778,Models\SVM\20260731_Jul\baseline.pkl,"[92.78350515463917, 91.75257731958763, 91.25964010282776, 92.54498714652956, 92.2879177377892, 92.80205655526991, 91.51670951156812, 91.77377892030847, 92.03084832904884, 91.25964010282776]","[0.7021276595744681, 0.6097560975609756, 0.6136363636363636, 0.6947368421052632, 0.6590909090909091, 0.7021276595744681, 0.611764705882353, 0.6595744680851063, 0.6593406593406593, 0.5405405405405406]",29.0,365.0,5.0,33.0,78.47222222222221,0.06060606060606061,1.0,112.0,15.0,16.0
svm,batch normalisation,"[0.061855670103092786, 0.05154639175257732, 0.05398457583547558, 0.04884318766066838, 0.05398457583547558, 0.05912596401028278, 0.05912596401028278, 0.061696658097686374, 0.04627249357326478, 0.05141388174807198]",0.1875,Models\SVM\20260731_Jul\batch_normalisation.pkl,"[93.81443298969072, 94.84536082474226, 94.60154241645245, 95.11568123393316, 94.60154241645245, 94.08740359897172, 94.08740359897172, 93.83033419023135, 95.37275064267352, 94.85861182519281]","[0.7735849056603774, 0.8076923076923077, 0.7878787878787878, 0.822429906542056, 0.7789473684210526, 0.735632183908046, 0.7766990291262136, 0.7446808510638298, 0.8125, 0.8]",40.0,365.0,3.0,24.0,81.25,0.34146341463414637,7.0,110.0,9.0,18.0
svm,dropout,"[0.06443298969072164, 0.05412371134020619, 0.056555269922879174, 0.05912596401028278, 0.061696658097686374, 0.06426735218508997, 0.061696658097686374, 0.05912596401028278, 0.056555269922879174, 0.06426735218508997]",0.09027777777777778,Models\SVM\20260731_Jul\dropout.pkl,"[93.55670103092784, 94.58762886597938, 94.34447300771208, 94.08740359897172, 93.83033419023135, 93.573264781491, 93.83033419023135, 94.08740359897172, 94.34447300771208, 93.573264781491]","[0.32432432432432434, 0.46153846153846156, 0.3888888888888889, 0.34285714285714286, 0.3684210526315789, 0.3902439024390244, 0.4, 0.34285714285714286, 0.42105263157894735, 0.358974358974359]",8.0,398.0,0.0,26.0,90.97222222222221,0.0,0.0,131.0,0.0,13.0
svm,layer normalisation,"[0.11855670103092783, 0.12886597938144329, 0.11311053984575835, 0.12596401028277635, 0.11568123393316196, 0.10282776349614396, 0.12082262210796915, 0.12082262210796915, 0.12339331619537275, 0.10796915167095116]",0.24305555555555555,Models\SVM\20260731_Jul\layer_normalisation.pkl,"[88.14432989690721, 87.11340206185567, 88.68894601542416, 87.40359897172236, 88.4318766066838, 89.7172236503856, 87.91773778920309, 87.91773778920309, 87.66066838046272, 89.20308483290489]","[0.8270676691729323, 0.7950819672131147, 0.8151260504201681, 0.807843137254902, 0.8148148148148148, 0.8484848484848485, 0.8199233716475096, 0.8127490039840638, 0.816793893129771, 0.8333333333333334]",116.0,263.0,31.0,22.0,75.69444444444444,0.4927536231884058,17.0,92.0,9.0,26.0
svm,prune,"[0.07216494845360824, 0.07731958762886598, 0.07197943444730077, 0.06683804627249357, 0.08226221079691516, 0.06683804627249357, 0.07197943444730077, 0.06426735218508997, 0.06426735218508997, 0.05141388174807198]",0.4166666666666667,Models\SVM\20260731_Jul\prune.pkl,"[92.78350515463917, 92.26804123711341, 92.80205655526991, 93.31619537275064, 91.77377892030847, 93.31619537275064, 92.80205655526991, 93.573264781491, 93.573264781491, 94.85861182519281]","[0.888, 0.8828125, 0.8861788617886179, 0.8968253968253969, 0.875, 0.9007633587786259, 0.890625, 0.9011857707509882, 0.8979591836734694, 0.924812030075188]",127.0,275.0,15.0,15.0,58.333333333333336,0.4117647058823529,21.0,63.0,34.0,26.0
svm,weight normalisation,"[0.14948453608247422, 0.14948453608247422, 0.15424164524421594, 0.15424164524421594, 0.14395886889460155, 0.14652956298200515, 0.15681233933161953, 0.16966580976863754, 0.16966580976863754, 0.13624678663239073]",0.2569444444444444,Models\SVM\20260731_Jul\weight_normalisation.pkl,"[85.05154639175258, 85.05154639175258, 84.57583547557842, 84.57583547557842, 85.60411311053984, 85.34704370179949, 84.31876606683805, 83.03341902313625, 83.03341902313625, 86.37532133676092]","[0.7339449541284404, 0.7264150943396226, 0.7247706422018348, 0.7321428571428571, 0.7407407407407407, 0.7219512195121951, 0.7288888888888889, 0.7053571428571429, 0.7, 0.7511737089201878]",90.0,274.0,31.0,37.0,74.30555555555556,0.4931506849315068,18.0,89.0,16.0,21.0
svm,weight decay,"[0.1958762886597938, 0.19329896907216496, 0.19023136246786632, 0.19023136246786632, 0.18766066838046272, 0.20822622107969152, 0.19023136246786632, 0.1953727506426735, 0.18766066838046272, 0.17737789203084833]",0.3958333333333333,Models\SVM\20260731_Jul\weight_decay.pkl,"[80.41237113402062, 80.6701030927835, 80.97686375321337, 80.97686375321337, 81.23393316195373, 79.17737789203085, 80.97686375321337, 80.46272493573264, 81.23393316195373, 82.26221079691517]","[0.680672268907563, 0.6666666666666666, 0.6782608695652174, 0.6636363636363637, 0.6784140969162996, 0.6553191489361702, 0.6754385964912281, 0.6637168141592921, 0.683982683982684, 0.6820276497695853]",86.0,261.0,29.0,56.0,60.416666666666664,0.4672897196261682,25.0,62.0,38.0,19.0
svm,weight perturbation,"[0.005154639175257732, 0.010309278350515464, 0.010282776349614395, 0.0, 0.010282776349614395, 0.010282776349614395, 0.007712082262210797, 0.007712082262210797, 0.010282776349614395, 0.010282776349614395]",0.3263888888888889,Models\SVM\20260731_Jul\weight_perturbation.pkl,"[99.48453608247422, 98.96907216494846, 98.97172236503856, 100.0, 98.97172236503856, 98.97172236503856, 99.22879177377892, 99.22879177377892, 98.97172236503856, 98.97172236503856]","[0.9846153846153847, 0.9692307692307692, 0.9696969696969697, 1.0, 0.9701492537313433, 0.9710144927536232, 0.9793103448275862, 0.9784172661870504, 0.9710144927536232, 0.9692307692307692]",72.0,355.0,2.0,3.0,67.36111111111111,0.25396825396825395,8.0,89.0,32.0,15.0
