dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,SMOTE_testing_loss,layer_normalisation_testing_loss,batch_normalisation_testing_loss,weight_decay_testing_loss,baseline_testing_loss,dropout_testing_loss,prune_testing_loss,weight_normalisation_testing_loss,weight_perturbation_testing_loss
Nursery,8.0,0.125,3552.0,4.0,444.0,0.5,888.0,0.0760135135135135,0.0,0.1106932513326497,0.0024030059546803,0.6654091420217382,1.117052200020996,0.3421454846850985,-1,2,5,1,3,4,1,1,3
Obesity Levels,16.0,0.5,1736.0,6.0,108.5,0.375,289.3333333333333,0.8240740740740741,0.1875,0.3106315033016417,0.0089511587284687,1.2651240546810478,1.3642863935150575,-0.6398855534318612,8,5,7,6,2,4,2,1,3
Obesity Levels,16.0,0.5,825.0,3.0,51.5625,0.1875,275.0,0.946808510638298,0.125,0.1614565005532822,0.0022975314420631,0.6071752384748161,1.175221335568613,-0.5748233406870542,-1,5,5,4,3,4,1,2,2
Obesity Levels,16.0,0.5,1763.0,6.0,110.1875,0.375,293.8333333333333,0.7606837606837606,0.125,0.2163470920034191,0.0064112773462473,1.0727681440486678,1.2415332304800732,-0.4835843214072322,6,4,5,4,2,3,1,1,2
Obesity Levels,16.0,0.5,621.0,2.0,38.8125,0.125,310.5,0.9166666666666666,0.3125,0.2190455583722498,0.0011891767342109,0.6618251202653337,1.2448879904661068,-0.8024949386938901,-1,5,1,7,2,3,6,4,3
Obesity Levels,16.0,0.5,675.0,2.0,42.1875,0.125,337.5,0.9230769230769232,0.3125,0.1879626012461387,0.0019416235558276,0.5648157164272503,1.2067883821239818,-0.7697856639765379,-1,4,1,5,2,2,3,2,1
Obesity Levels,15.0,0.5333333333333333,2087.0,7.0,139.13333333333333,0.4666666666666667,298.1428571428572,0.7606837606837606,0.2666666666666666,0.3042338108139175,0.0330255146166601,1.2553187749026784,1.3555859696982238,-0.5744973287627543,5,2,3,4,1,2,3,1,1
Obesity Levels,13.0,0.6153846153846154,2087.0,7.0,160.53846153846155,0.5384615384615384,298.1428571428572,0.7606837606837606,0.3076923076923077,0.3295428576813583,0.0075279236642195,1.2553187749026784,1.3903324033878663,-0.5467416937249194,5,2,3,4,1,2,3,2,1
Obesity Levels,12.0,0.6666666666666666,2087.0,7.0,173.91666666666666,0.5833333333333334,298.1428571428572,0.7606837606837606,0.3333333333333333,0.3419056127619873,0.0075279236642195,1.2553187749026784,1.4076274291784725,-0.5267250143385146,5,2,3,4,3,2,4,1,1
Obesity Levels,12.0,0.5,2087.0,7.0,173.91666666666666,0.5833333333333334,298.1428571428572,0.7606837606837606,0.25,0.3154236534300988,0.0330255146166601,1.2445180141265422,1.3708399490001733,-0.4869903629045026,7,3,5,4,3,4,6,2,1
Obesity Levels,10.0,0.5,2087.0,7.0,208.7,0.7,298.1428571428572,0.7606837606837606,0.2,0.2821149689923555,0.0075279236642195,1.2496459957939818,1.325931152192636,-0.311704552698603,7,2,2,5,3,4,6,1,3
Obesity Levels,16.0,0.5,402.0,7.0,25.125,0.4375,57.42857142857143,0.7647058823529411,0.125,0.2613451505589522,0.0223952178777981,1.2356865562950188,1.2986758267751817,-0.5356282081706982,4,2,1,3,2,3,3,2,3
Obesity Levels,16.0,0.5,550.0,7.0,34.375,0.4375,78.57142857142857,0.7526881720430108,0.1875,0.2646751380038266,0.008950528624349,1.1948555716717757,1.3030076093612564,-0.5415037062875577,4,3,2,1,2,1,3,1,1
Obesity Levels,16.0,0.5,1027.0,7.0,64.1875,0.4375,146.71428571428572,0.7572254335260116,0.125,0.2842220131629177,0.0070615921810826,1.203484019700712,1.3287278930910245,-0.5730085523118287,5,3,4,2,1,1,3,1,1
Obesity Levels,16.0,0.5,1351.0,7.0,84.4375,0.4375,193.0,0.762114537444934,0.25,0.278646983445697,0.0089581952814756,1.2407061869188936,1.3213408063481331,-0.5644561958642158,4,1,2,2,1,3,2,1,1
Obesity Levels,16.0,0.5,1878.0,7.0,117.375,0.4375,268.2857142857143,0.759493670886076,0.125,0.2826824886987832,0.0077234957345394,1.262081471694776,1.3266838578183069,-0.5706914537375479,6,3,5,4,1,3,4,1,2
Online shopper,11.0,0.8181818181818182,12205.0,2.0,1109.5454545454545,0.1818181818181818,6102.5,0.1852966883558318,0.8181818181818182,0.0295921727383129,0.0,0.1651074330960438,1.0300343721851768,0.3318408342407915,-1,3,5,4,3,3,1,2,2
Online shopper,13.0,0.7692307692307693,12205.0,2.0,938.8461538461538,0.1538461538461538,6102.5,0.1852966883558318,0.7692307692307693,0.0226199327477116,0.0,0.1640216411546264,1.022877703341808,0.4743045407376663,-1,6,4,1,4,3,2,5,4
Online shopper,11.0,0.8181818181818182,12205.0,2.0,1109.5454545454545,0.1818181818181818,6102.5,0.1852966883558318,0.8181818181818182,0.0272500134013056,0.0,0.1659155965338825,1.0276246905936122,0.4463135649285198,-1,3,3,2,3,2,1,2,2
Online shopper,13.0,0.7692307692307693,12205.0,2.0,938.8461538461538,0.1538461538461538,6102.5,0.1852966883558318,0.7692307692307693,0.0244904042721758,0.0,0.165012426646208,1.0247927574276416,0.3617035141808691,-1,3,3,1,2,1,1,2,2
Online shopper,12.0,0.8333333333333334,12205.0,2.0,1017.0833333333334,0.1666666666666666,6102.5,0.1852966883558318,0.8333333333333334,0.015263019991819,0.000376546880949,0.0416584858570885,1.0153800947612637,1.3670102887408562,-1,4,2,2,4,1,3,5,5
Online shopper,12.0,0.75,12205.0,2.0,1017.0833333333334,0.1666666666666666,6102.5,0.1852966883558318,0.75,0.0110596537187978,0.0,0.0310970500045546,1.011121037775743,2.2666235558973526,-1,2,4,3,2,3,1,2,2
Online shopper,14.0,0.7857142857142857,12205.0,2.0,871.7857142857143,0.1428571428571428,6102.5,0.1852966883558318,0.7857142857142857,0.0245492016273075,0.0,0.1645155943683998,1.0248530143027916,0.2614105422023494,-1,5,5,3,5,2,1,4,4
Online shopper,17.0,0.8235294117647058,1111.0,2.0,65.3529411764706,0.1176470588235294,555.5,0.1856990394877267,0.7647058823529411,0.027267682858463,0.0,0.1954517839226748,1.0276428483244746,-0.0637160004808871,-1,3,3,3,2,2,1,2,3
Online shopper,17.0,0.8235294117647058,2853.0,2.0,167.8235294117647,0.1176470588235294,1426.5,0.1852928957208142,0.8235294117647058,0.0201189387610361,0.0,0.1658015090338485,1.020322688726535,0.2675447937688515,-1,2,3,1,3,1,1,2,3
Online shopper,17.0,0.8235294117647058,3872.0,2.0,227.76470588235293,0.1176470588235294,1936.0,0.1851851851851851,0.8235294117647058,0.0209401872980909,0.0,0.1690144670028264,1.021160971414076,0.2174700735541238,-1,2,2,1,1,3,2,1,1
Online shopper,17.0,0.8235294117647058,5149.0,2.0,302.88235294117646,0.1176470588235294,2574.5,0.1853130755064456,0.8235294117647058,0.0219572812465506,0.0,0.1691053185507847,1.0222001164229733,0.1614862563905188,-1,3,4,2,3,2,1,3,2
Online shopper,17.0,0.8235294117647058,7296.0,2.0,429.1764705882353,0.1176470588235294,3648.0,0.1853777416734362,0.8235294117647058,0.0210475849834198,9.090577395659548e-05,0.1613135814969524,1.0212706476281344,0.2119035833767715,-1,4,3,2,5,1,3,3,4
Online shopper,17.0,0.8235294117647058,8840.0,2.0,520.0,0.1176470588235294,4420.0,0.1853043711450791,0.8235294117647058,0.0220444926045863,0.0,0.1608822496362796,1.0222892677707591,0.1568633720103912,-1,2,2,2,3,1,1,2,2
Online shopper,17.0,0.8235294117647058,9534.0,2.0,560.8235294117648,0.1176470588235294,4767.0,0.1852312282446544,0.8235294117647058,0.0227079525604383,0.0,0.1699475700100889,1.0229677408081808,0.1228358250867116,-1,4,3,2,4,2,1,3,4
Online shopper,17.0,0.8235294117647058,10984.0,2.0,646.1176470588235,0.1176470588235294,5492.0,0.1852811049962231,0.8235294117647058,0.0219743951886293,0.0,0.1637518714946937,1.022217610446254,0.1604789845473342,-1,4,3,1,2,1,1,2,2
Page Blocks,10.0,1.0,5093.0,4.0,509.3,0.4,1273.25,0.0057271425649417,1.0,0.0613411135828512,0.0420780313325048,0.0927817759202722,1.0632615452897034,-0.663258533633321,6,1,5,3,3,3,3,2,4
Page Blocks,10.0,1.0,5292.0,4.0,529.2,0.4,1323.0,0.0057271425649417,1.0,0.1093021184555999,0.0419371303817004,0.1943379631752233,1.1154993123671366,-0.7069971602356048,5,1,4,4,3,2,3,2,2
Page Blocks,10.0,1.0,4979.0,3.0,497.9,0.3,1659.6666666666667,0.0057271425649417,1.0,0.0426468729306938,0.0124581209281078,0.072074868851429,1.0435693172024687,-0.7616233030728842,-1,1,5,2,3,4,3,2,3
Page Blocks,10.0,1.0,5316.0,3.0,531.6,0.3,1772.0,0.0233176518715483,1.0,0.0917410639111161,0.0291362374784804,0.1901452493646387,1.0960809704131038,-0.6444720920667634,-1,1,4,3,2,2,2,2,2
Page Blocks,10.0,1.0,375.0,2.0,37.5,0.2,187.5,0.1980830670926517,0.9,0.1331806943768208,0.0,0.3795633651571732,1.142456415131132,-0.6633078990637724,-1,1,7,6,3,5,5,4,2
Page Blocks,8.0,1.0,5406.0,5.0,675.75,0.625,1081.2,0.0057271425649417,1.0,0.1225244184964329,0.0533474060511915,0.2266038753357702,1.1303467211043992,-0.5758525902693372,6,1,5,4,2,4,4,2,3
Page Blocks,5.0,1.0,5406.0,5.0,1081.2,1.0,1081.2,0.0057271425649417,1.0,0.1514496565574986,0.0732675379623635,0.228209597052009,1.1635197247468403,-0.4509762156980506,6,1,5,5,4,3,3,3,2
Page Blocks,5.0,1.0,5406.0,5.0,1081.2,1.0,1081.2,0.0057271425649417,1.0,0.1278832068795634,0.0751977926550377,0.1993213217038831,1.1364202688766831,-0.3498015446802479,6,1,4,5,2,3,2,3,1
Page Blocks,8.0,1.0,5406.0,5.0,675.75,0.625,1081.2,0.0057271425649417,1.0,0.1169528477767314,0.0550989689591188,0.2266038753357702,1.1240664262098334,-0.5556464359617141,6,1,5,4,2,3,2,2,2
Page Blocks,9.0,1.0,5406.0,5.0,600.6666666666666,0.5555555555555556,1081.2,0.0057271425649417,1.0,0.1316547436457668,0.0578579687402798,0.228459523875983,1.1407144123724815,-0.6491266083466845,6,1,5,5,3,4,2,2,3
Page Blocks,10.0,1.0,217.0,2.0,21.7,0.2,108.5,0.0637254901960784,1.0,0.0558309291411143,0.0,0.1166917899013355,1.057418889902706,-0.5939278587672647,-1,2,2,1,2,1,1,1,3
Page Blocks,10.0,1.0,2008.0,5.0,200.8,0.5,401.6,0.0060572687224669,1.0,0.1152108582677318,0.0419950646237714,0.2138259841534004,1.1221100188032769,-0.6387356489786429,6,1,4,5,2,3,3,3,2
Page Blocks,10.0,1.0,2752.0,5.0,275.2,0.5,550.4,0.0056247488951386,1.0,0.1224764433173314,0.0488494118435769,0.2151453377805063,1.1302924938187997,-0.6606839212361628,6,1,5,5,2,4,2,3,2
Page Blocks,10.0,1.0,3419.0,5.0,341.9,0.5,683.8,0.0058214747736093,1.0,0.1236561614337206,0.0587319305205513,0.2386237447484582,1.131626707193682,-0.6637098067311343,7,1,5,6,3,4,3,1,2
Page Blocks,10.0,1.0,4865.0,5.0,486.5,0.5,973.0,0.0056818181818181,1.0,0.1232300565196052,0.0519816143365718,0.2261969642411645,1.131144618210339,-0.6628696866892971,7,1,6,5,2,4,3,2,4
Parity5,9.0,1.0,1024.0,2.0,113.77777777777776,0.2222222222222222,512.0,1.0,0.0,0.0067211678484469,0.0,0.023180514425396,1.0067438055859956,10.458775488451142,-1,1,1,4,1,1,1,2,3
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.0115617265595166,0.0,0.0333404137899713,1.0116288216490683,7.564553510632185,-1,3,3,1,3,2,3,3,3
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.0072458320178269,0.0,0.0330263029607311,1.0072721465772057,12.665928985195338,-1,3,2,4,3,2,3,3,1
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.010221690404213,0.0,0.0330263029607311,1.010274110336102,8.68734347045619,-1,3,3,1,3,2,3,3,3
Parity5,8.0,1.0,1024.0,2.0,128.0,0.25,512.0,1.0,0.0,0.006812201072698,0.0,0.0286826472132668,1.0068354568922069,11.718854984660286,-1,4,3,1,3,2,3,3,3
Parity5,7.0,1.0,1024.0,2.0,146.28571428571428,0.2857142857142857,512.0,1.0,0.0,0.0117009460998615,0.0,0.0333404137899713,1.0117696699528087,7.4626512206093825,-1,3,3,1,3,2,3,3,3
Parity5,5.0,1.0,1024.0,2.0,204.8,0.4,512.0,1.0,0.0,0.0056462977977001,0.0,0.0097157268908978,1.0056622681808085,23.55227143145988,-1,3,3,1,3,2,3,3,4
Parity5,10.0,1.0,198.0,2.0,19.8,0.2,99.0,1.0,0.0,0.0052947649369998,0.0,0.0529476493699985,1.0053088069770304,12.0911794726944,-1,4,4,1,2,2,3,4,3
Parity5,10.0,1.0,258.0,2.0,25.8,0.2,129.0,1.0,0.0,0.0192062086562849,0.0,0.0704797574286646,1.0193918343659951,2.608974540288168,-1,4,5,1,3,2,2,5,3
Parity5,10.0,1.0,417.0,2.0,41.7,0.2,208.5,0.9952153110047848,0.0,0.0053241246745023,0.0,0.0270763795943045,1.0053383230130015,12.018934520432802,-1,1,4,3,1,1,1,1,2
Parity5,10.0,1.0,488.0,2.0,48.8,0.2,244.0,1.0,0.0,0.0073190823917119,0.0,0.0387860075981714,1.0073459323409308,8.470410954040657,-1,3,2,6,5,3,1,4,4
Parity5,10.0,1.0,634.0,2.0,63.4,0.2,317.0,1.0,0.0,0.002764890211625,0.0,0.0196250384784686,1.0027687160457577,24.06960955070102,-1,4,2,5,3,3,1,3,4
Parity5,10.0,1.0,727.0,2.0,72.7,0.2,363.5,0.9972527472527472,0.0,0.0076021609543198,0.0,0.0215380871632531,1.0076311307443797,8.117752685095263,-1,3,1,4,2,3,1,2,2
Parity5,10.0,1.0,897.0,2.0,89.7,0.2,448.5,0.9977728285077953,0.0,0.0060201990265901,0.0,0.013665492045997,1.0060383568443547,10.51368179155651,-1,3,4,5,3,3,1,2,4
Parity5,10.0,1.0,921.0,2.0,92.1,0.2,460.5,0.9978308026030368,0.0,0.0088577659541297,0.0,0.0309972171275174,1.008897112050012,6.8252981021872845,-1,2,1,4,1,3,1,2,1
Pendigits,16.0,1.0,3254.0,3.0,203.375,0.1875,1084.6666666666667,0.9230096237970252,0.375,0.5028966458420459,0.0529251491461866,0.9900157417660188,1.6535039558419935,-0.8635535526636757,-1,1,1,3,3,2,1,2,2
Pendigits,16.0,1.0,4398.0,4.0,274.875,0.25,1099.5,0.9222027972027972,0.375,0.4154309416748319,0.1297265603980895,0.6335039677140308,1.5150234867930057,-0.79156055663285,5,1,3,3,3,2,2,3,4
Pendigits,16.0,1.0,3340.0,3.0,208.75,0.1875,1113.3333333333333,0.9230096237970252,0.375,0.2574606235843929,0.0566081393454311,0.465710487335061,1.293640871036822,-0.733473885691572,-1,1,1,3,4,2,2,3,2
Pendigits,16.0,1.0,7740.0,7.0,483.75,0.4375,1105.7142857142858,0.9222027972027972,0.1875,0.4887699801555555,0.2231596019582822,0.7939514964006218,1.63030967291175,-0.7512725287897957,4,1,3,3,2,3,2,3,3
Pendigits,16.0,1.0,3431.0,3.0,214.4375,0.1875,1143.6666666666667,0.9991258741258742,0.4375,0.388012941413587,0.1311157582863749,0.6354380130731996,1.4740488604406556,-0.8230387304047784,-1,2,1,1,2,1,2,2,3
Pendigits,9.0,1.0,10992.0,10.0,1221.3333333333333,1.1111111111111112,1099.2,0.9222027972027972,0.2222222222222222,0.524730871030016,0.2656882295527225,0.8208091250324157,1.6900039581452426,-0.512600184383431,5,1,2,4,2,2,3,3,3
Pendigits,9.0,1.0,10992.0,10.0,1221.3333333333333,1.1111111111111112,1099.2,0.9222027972027972,0.1111111111111111,0.5421640314432659,0.2547002984789732,0.8434907404828911,1.7197243759490553,-0.5282724139638642,5,1,3,3,3,2,2,3,4
Pendigits,15.0,1.0,10992.0,10.0,732.8,0.6666666666666666,1099.2,0.9222027972027972,0.2,0.509827364423366,0.2368003538623653,0.8420209990433318,1.6650037312541273,-0.6990113740823404,5,1,2,3,3,2,4,3,3
Pendigits,13.0,1.0,10992.0,10.0,845.5384615384615,0.7692307692307693,1099.2,0.9222027972027972,0.1538461538461538,0.4854146686579683,0.2485914401252849,0.8494932737087715,1.62484864297328,-0.6352391349062868,5,1,3,4,4,2,4,3,3
Pendigits,11.0,1.0,10992.0,10.0,999.2727272727273,0.9090909090909092,1099.2,0.9222027972027972,0.1818181818181818,0.4507188255456727,0.2471584901565071,0.6940416832168541,1.5694399336312157,-0.5357348311518207,6,1,4,3,2,2,4,5,5
Pendigits,16.0,1.0,2022.0,10.0,126.375,0.625,202.2,0.919431279620853,0.1875,0.5065884398705383,0.242932719352459,0.8444778480755404,1.659619633837958,-0.716021803067057,6,1,4,5,3,3,5,3,2
Pendigits,16.0,1.0,3437.0,10.0,214.8125,0.625,343.7,0.9217877094972068,0.1875,0.508333164838344,0.2332545860480208,0.8403856751869934,1.6625177411150696,-0.7169929425883987,4,1,2,2,3,2,3,3,2
Pendigits,16.0,1.0,4484.0,10.0,280.25,0.625,448.4,0.9207708779443254,0.1875,0.5128139231547713,0.2518971734711228,0.8454696033546352,1.6699837956112176,-0.7194671332705287,6,1,5,4,3,2,3,5,3
Pendigits,16.0,1.0,8404.0,10.0,525.25,0.625,840.4,0.9211428571428572,0.1875,0.5144255646196622,0.2547777536798548,0.850038221552111,1.6726773807056103,-0.7203463469356914,5,1,3,4,4,2,4,4,3
Pendigits,16.0,1.0,9142.0,10.0,571.375,0.625,914.2,0.921218487394958,0.1875,0.5103613394412554,0.2486853812361058,0.8557985896811218,1.665893039064256,-0.7181205908600026,6,1,3,2,5,2,4,4,3
Pima Indians Diabetes,5.0,1.0,768.0,2.0,153.6,0.4,384.0,0.536,1.0,0.0435724160989265,0.0,0.1160725108498919,1.044535632768987,1.9688480858844333,-1,4,1,1,3,2,1,2,2
Pima Indians Diabetes,6.0,1.0,768.0,2.0,128.0,0.3333333333333333,384.0,0.536,1.0,0.0457089987206866,0.0,0.1185363667472811,1.0467697552935562,1.3583956433308262,-1,3,1,1,3,2,2,2,3
Pima Indians Diabetes,6.0,1.0,768.0,2.0,128.0,0.3333333333333333,384.0,0.536,1.0,0.0349036192508933,0.0,0.0884587588220531,1.0355198998062096,2.088502159876226,-1,4,3,1,3,2,3,3,3
Pima Indians Diabetes,6.0,1.0,768.0,2.0,128.0,0.3333333333333333,384.0,0.536,1.0,0.0424008324711699,0.0114204674284261,0.0884587588220531,1.043312588512237,1.5424006360530569,-1,3,1,1,3,2,3,2,2
Pima Indians Diabetes,4.0,1.0,768.0,2.0,192.0,0.5,384.0,0.536,1.0,0.0637204967956339,0.0063049410950191,0.1236327804962014,1.0657944641586787,1.5376427256119882,-1,5,3,1,3,3,2,4,3
Pima Indians Diabetes,4.0,1.0,768.0,2.0,192.0,0.5,384.0,0.536,1.0,0.0748257145421282,0.0063049410950191,0.1236327804962014,1.0776963077215032,1.161019860021283,-1,3,3,2,2,3,1,2,1
Pima Indians Diabetes,4.0,1.0,768.0,2.0,192.0,0.5,384.0,0.536,1.0,0.0781010141096953,0.0292054794828684,0.1245142855315946,1.0812318728289128,1.0703937971754116,-1,2,3,1,1,3,3,2,2
Pima Indians Diabetes,8.0,1.0,158.0,2.0,19.75,0.25,79.0,0.5339805825242718,0.75,0.0509923514090796,0.0,0.093834308872551,1.052314844526658,0.5842163092460222,-1,4,2,2,1,3,2,2,3
Pima Indians Diabetes,8.0,1.0,224.0,2.0,28.0,0.25,112.0,0.5342465753424658,0.875,0.04423062356617,0.0,0.1035477070275969,1.0452233802377071,0.8266026622032738,-1,1,1,2,2,2,2,4,3
Pima Indians Diabetes,8.0,1.0,297.0,2.0,37.125,0.25,148.5,0.538860103626943,0.875,0.0634953437477799,0.0042013614181166,0.118853559613302,1.0655545242992963,0.2747997606659296,-1,1,1,1,2,2,1,2,2
Pima Indians Diabetes,8.0,1.0,391.0,2.0,48.875,0.25,195.5,0.5333333333333333,1.0,0.050265427000429,0.0,0.1148135191631929,1.0515501691448583,0.6066970470958459,-1,4,4,1,2,2,3,3,2
Pima Indians Diabetes,8.0,1.0,464.0,2.0,58.0,0.25,232.0,0.5364238410596026,1.0,0.0414994575801923,0.0,0.1071692592317077,1.0423725964477768,0.9485536327472948,-1,5,1,1,3,2,4,3,1
Pima Indians Diabetes,8.0,1.0,550.0,2.0,68.75,0.25,275.0,0.5363128491620112,1.0,0.0393089770580371,0.0,0.1094423460804128,1.040091798512134,1.0570430326576878,-1,4,2,2,4,1,3,4,4
Pima Indians Diabetes,8.0,1.0,653.0,2.0,81.625,0.25,326.5,0.5364705882352941,1.0,0.0482210464905504,0.0087695810640482,0.1122203766067981,1.04940259644976,0.6769743981754837,-1,4,2,1,2,3,2,2,3
Pima Indians Diabetes,8.0,1.0,691.0,2.0,86.375,0.25,345.5,0.5355555555555556,1.0,0.052113646101612,0.0,0.1339585825018412,1.0534954613626957,0.551133625900973,-1,3,2,1,3,2,2,1,2
Ring,18.0,1.0,7400.0,2.0,411.1111111111111,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0868473870717544,0.0745656754716952,0.1039121766702939,1.090730207484803,-0.5566297582702737,-1,3,4,2,2,3,1,1,2
Ring,18.0,1.0,7400.0,2.0,411.1111111111111,0.1111111111111111,3700.0,0.9807280513918628,1.0,0.0875420253412521,0.0745656754716952,0.1039121766702939,1.0914881336403996,-0.5601478621325198,-1,3,4,1,1,3,2,1,2
Ring,15.0,1.0,7400.0,2.0,493.3333333333333,0.1333333333333333,3700.0,0.9807280513918628,1.0,0.0852930595286138,0.0726885919987596,0.101889175617311,1.089036172364953,-0.4582600664709719,-1,5,6,1,3,4,2,3,2
Ring,10.0,1.0,7400.0,2.0,740.0,0.2,3700.0,0.9807280513918628,1.0,0.0862204803762465,0.0746537198479364,0.0996840683793538,1.0900466357049887,-0.1961308462116537,-1,3,4,1,1,1,1,1,2
Ring,19.0,1.0,7400.0,2.0,389.4736842105263,0.1052631578947368,3700.0,0.9807280513918628,1.0,0.0862844729128686,0.070802651384777,0.1042617299002515,1.0901163927861863,-0.5772247539877204,-1,3,3,1,1,3,2,2,1
Ring,13.0,1.0,7400.0,2.0,569.2307692307693,0.1538461538461538,3700.0,0.9807280513918628,1.0,0.0862508842222531,0.071016812501828,0.1064350264752962,1.090079777818862,-0.3818570876178938,-1,3,3,1,1,2,2,1,1
Ring,10.0,1.0,7400.0,2.0,740.0,0.2,3700.0,0.9807280513918628,1.0,0.086882791943856,0.0747244933958417,0.1027422694595017,1.0907688253319223,-0.2022587781931968,-1,3,4,1,2,3,3,1,2
Ring,20.0,1.0,167.0,2.0,8.35,0.1,83.5,0.988095238095238,1.0,0.0911905942692765,0.0,0.1500050189714818,1.0954777771489148,-0.6199557323913046,-1,2,3,1,1,1,1,2,1
Ring,20.0,1.0,1429.0,2.0,71.45,0.1,714.5,0.9819694868238558,1.0,0.0838246914659069,0.0598930620109403,0.1414080700707849,1.0874382398939328,-0.5865742016462552,-1,4,4,1,2,3,1,2,1
Ring,20.0,1.0,2233.0,2.0,111.65,0.1,1116.5,0.9813664596273292,1.0,0.0870711975938309,0.048706625590261,0.1076436906304403,1.0909743517019883,-0.6019906824540793,-1,3,2,1,1,1,1,1,1
Ring,20.0,1.0,3586.0,2.0,179.3,0.1,1793.0,0.9812154696132596,1.0,0.0879551239348879,0.0652730117482027,0.1110589334992311,1.0919391189976717,-0.6059909865394197,-1,4,4,1,3,4,1,2,2
Ring,20.0,1.0,4512.0,2.0,225.6,0.1,2256.0,0.980684811237928,1.0,0.0888512442717654,0.0748920493887728,0.1082888223129256,1.0929180664106697,-0.6099662773728098,-1,5,3,1,1,4,1,2,2
Ring,20.0,1.0,4853.0,2.0,242.65,0.1,2426.5,0.9808163265306122,1.0,0.0870003930554017,0.0739591568679645,0.1124867446197728,1.0908971085011947,-0.6016683037413063,-1,5,3,3,2,4,2,1,1
Ring,20.0,1.0,5977.0,2.0,298.85,0.1,2988.5,0.9804506295559974,1.0,0.0858996881224948,0.0704659646570495,0.1103802061058665,1.0896970132691093,-0.5965652059447435,-1,4,3,1,2,3,1,1,1
Ring,20.0,1.0,6660.0,2.0,333.0,0.1,3330.0,0.9809637120761452,1.0,0.0865178315891341,0.0721477645100285,0.1087406189503128,1.0903708105887284,-0.5994461518393425,-1,4,4,1,1,3,1,2,1
Salaries 2023,10.0,0.3,2488.0,3.0,248.8,0.3,829.3333333333334,0.1737451737451737,0.2,0.1185236957194729,0.0131891921592437,0.4956420957929852,1.1258335512219204,-0.2511988119881364,-1,5,1,4,2,3,5,3,4
Salaries 2023,10.0,0.3,934.0,2.0,93.4,0.2,467.0,0.4066265060240964,0.2,0.0694913514695501,0.0047229607349652,0.3473916888507237,1.0719627902618485,-0.1346762349313029,-1,4,2,4,3,1,2,5,3
Salaries 2023,10.0,0.3,2314.0,3.0,231.4,0.3,771.3333333333334,0.0617760617760617,0.2,0.0907595160473993,0.0028864905143994,0.4108771659222655,1.0950056423074708,-0.1652133828019786,-1,5,1,2,2,3,2,4,2
Salaries 2023,7.0,0.2857142857142857,2584.0,4.0,369.1428571428572,0.5714285714285714,646.0,0.0617760617760617,0.2857142857142857,0.1650174320371352,0.0301129169746092,0.5675229547078426,1.179413678115229,-0.1227607057890049,6,5,1,3,3,4,5,6,2
Salaries 2023,8.0,0.25,2584.0,4.0,323.0,0.5,646.0,0.0617760617760617,0.125,0.1427505553706427,0.0301129169746092,0.5675229547078426,1.1534420458543184,-0.1126843371481509,5,3,1,2,2,2,4,1,2
Salaries 2023,7.0,0.2857142857142857,2584.0,4.0,369.1428571428572,0.5714285714285714,646.0,0.0617760617760617,0.1428571428571428,0.1571019815018637,0.0301129169746092,0.5675229547078426,1.17011493789511,-0.0785617455051004,5,4,1,3,3,3,2,2,4
Salaries 2023,8.0,0.375,2584.0,4.0,323.0,0.5,646.0,0.0617760617760617,0.25,0.0876776385786326,0.0132431633107522,0.1826138358301734,1.0916361639169705,0.4446648622678594,4,3,1,1,1,2,3,2,2
Salaries 2023,5.0,0.2,2584.0,4.0,516.8,0.8,646.0,0.0617760617760617,0.0,0.0842393729912424,0.0422905724520953,0.1333562063165652,1.0878892739532426,1.405807150047797,-1,4,1,2,2,3,2,1,2
Salaries 2023,8.0,0.375,2584.0,4.0,323.0,0.5,646.0,0.0617760617760617,0.25,0.1569626125032689,0.0189630774282565,0.5675229547078426,1.169951871511438,-0.1930256406853987,5,4,1,2,3,4,2,2,3
Salaries 2023,10.0,0.3,372.0,4.0,37.2,0.4,93.0,0.0625,0.2,0.185384442810249,0.0182814302831962,0.8107177284976878,1.2036810977331582,-0.4530752475096374,5,4,3,2,3,2,1,4,3
Salaries 2023,10.0,0.3,927.0,4.0,92.7,0.4,231.75,0.060931899641577,0.2,0.1615799539042148,0.0,0.6814625972640549,1.1753664295365605,-0.373643950700897,4,3,1,2,3,2,1,3,2
Salaries 2023,10.0,0.3,1305.0,4.0,130.5,0.4,326.25,0.062420382165605,0.2,0.1554057972027037,0.0193256594501511,0.6434963222739086,1.16813188959238,-0.3476971786534881,6,5,2,2,4,5,2,3,1
