dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Ann thyroid,1.5365912711252383,0.7386513315587232,1.0574942003328045,-0.28302218841924515,0.5709719759632441,-1.230062092329982,1.1343368187336589,-1.2259738010731187,1.2885886541365168,-1.0831628234592863,-0.6865785380022681,-0.10614352839815651,-1.046768010640181,-0.7343272053092048,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8202657681406593,-0.5193581430217474,-1.0683731215970502,-0.20569357218213494,-0.6525745429746925,0,0,0,0,1,0,0,0
Ann thyroid,1.5365912711252383,0.7386513315587232,1.0834879249175873,-0.28302218841924515,0.5948109453805517,-1.230062092329982,1.1577608657446479,-1.2263214647178586,1.2885886541365168,-1.0738062036796854,-0.6865785380022681,-0.11616614669803998,-1.0387725147302023,-0.7514840522016932,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8202657681406593,-0.5193581430217474,-1.0683731215970502,-0.20569357218213494,-0.6525745429746925,0,0,0,0,1,0,1,0
Car evaluation,-1.215512498054293,0.7386513315587232,-0.8640373406424678,-0.28302218841924515,-0.3500800947248075,0.7037916944422113,-0.6500680309227863,-0.8392054573856655,-1.086355092410227,-0.29260031604569847,-0.6865785380022681,-0.5308923045804386,-0.34011817799366795,0.568820537851652,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,0,1,0,0,0
Car evaluation,-1.215512498054293,0.7386513315587232,0.01690081848532201,-0.28302218841924515,0.5225492450891414,0.7037916944422113,0.18106951496189377,-1.1406018131762654,-1.086355092410227,-0.27614248343604264,-0.2787407393606933,-0.541321143958823,-0.32468634603396007,0.48828325875595296,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,1,0,0,0,0,0
Car evaluation,-1.215512498054293,0.7386513315587232,-0.18702277476647164,-1.2347624678917017,0.3249244051883275,0.04192800159754054,0.2815056434855169,-1.149478309753601,-1.086355092410227,-0.9603365455295869,-0.5215072619643377,-1.1180746208579209,-0.9411508222220774,-0.04039384604179422,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,0,0,1,0,0
Car evaluation,-1.398986082666262,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.686089614957294,1.3809279495789575,0.002336282822193939,-1.149478309753601,-1.086355092410227,0.006224787169817507,-0.6865785380022681,-0.37190039467297453,-0.05484451767591013,0.6036984247228764,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,1,1,0,0,0
Car evaluation,-1.398986082666262,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.686089614957294,1.3809279495789575,0.002336282822193939,-1.149478309753601,-1.086355092410227,-0.4204319747168829,-0.6865785380022681,-0.37190039467297453,-0.4589156238252741,0.9444040400473398,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,0,1,0,0,0
Car evaluation,-1.7659332518901993,0.7386513315587232,0.04649027502677761,0.29485488521772407,1.0624552632750748,1.9057184251021848,0.002336282822193939,-1.149478309753601,-1.086355092410227,0.13704614082429395,2.2463477143366593,-0.6092491699670488,0.07356366545489348,0.9755574373576699,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,0,1,0,0,0
Car evaluation,-1.5824596672782305,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.8508872917980763,1.6405532815894823,0.002336282822193939,-1.149478309753601,-1.086355092410227,-0.11701473970269734,1.6776014791008467,-0.5057997078647596,-0.17381748328122493,0.9032920963586912,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,0,1,0,0,0
Car evaluation,-1.5824596672782305,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.8508872917980763,1.6405532815894823,0.002336282822193939,-1.149478309753601,-1.086355092410227,-0.17792779092333458,1.6776014791008467,-0.6039765899697604,-0.2319287596646038,0.9487263269900043,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,0,1,0,0,0
Car evaluation,-1.398986082666262,0.7386513315587232,0.04649027502677761,0.29485488521772407,0.686089614957294,1.3809279495789575,0.002336282822193939,-1.149478309753601,-1.086355092410227,-0.4204319747168829,-0.6865785380022681,-0.37190039467297453,-0.4589156238252741,0.9444040400473398,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,0,1,0,0,0
Car evaluation,-1.215512498054293,0.7386513315587232,-1.7878503796610195,-1.2347624678917017,-1.3138843897358523,0.04192800159754054,-1.2634424578670989,-0.4315203927817194,-1.086355092410227,-0.5833464962431067,-0.6865785380022681,-0.550058916074292,-0.6076609195559992,0.5461160695454846,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,1,0,0,0,0,0
Car evaluation,-1.215512498054293,0.7386513315587232,-1.1014576038648565,0.29485488521772407,-0.5934886700158394,1.1365094021801947,-1.0794415863992612,-1.150786158583912,-1.086355092410227,0.05070934455571132,0.2534515483391888,-0.3565228157524555,-0.011428923152886747,0.3862824321519353,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,1,1,1,0,1
Car evaluation,-1.215512498054293,0.7386513315587232,-0.5025330422403151,0.29485488521772407,0.013945595704161873,1.1365094021801947,-0.5106771469311651,-1.1478393980341015,-1.086355092410227,-0.07797613116044944,0.22824685167853295,-0.30354028413730455,-0.13633540601098937,0.492374514830549,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,1,1,0,0,0,0
Car evaluation,-1.215512498054293,0.7386513315587232,-0.38018252306676864,0.29485488521772407,0.13529014643438372,1.1365094021801947,-0.3956345487782283,-1.1503589145727813,-1.086355092410227,-0.17660819522800647,0.7883999194045944,-0.5271587275980021,-0.23067463368533137,0.5722112868698326,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,1,0,0,0,0
Car evaluation,-1.215512498054293,0.7386513315587232,-0.2003150708970904,0.29485488521772407,0.31195083534615303,1.1365094021801947,-0.22725239388304025,-1.1498199081110527,-1.086355092410227,-0.12738422571706287,-0.6816243830839559,-0.4451200574084432,-0.18374197460331207,0.5337483167333119,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,1,0,0,0,0
Car evaluation,-1.215512498054293,0.7386513315587232,-0.05587776335225579,0.29485488521772407,0.4523219704008691,1.1365094021801947,-0.09268503066208149,-1.1493317638195413,-1.086355092410227,-0.06812712251357543,-0.2751495606357908,-0.40368552481418063,-0.1268492761711782,0.48405599252610093,-0.42929782134448735,-0.09716418383909854,1.260252075625209,-0.8202657681406593,-0.5193581430217474,0.7175697966844499,-0.8496038851001222,-0.6525745429746925,0,0,0,1,0,0,0,0
Dry Bean,0.6192233480653946,0.7386513315587232,1.0968714134511344,-0.28302218841924515,0.808165667782248,-0.8608602673947251,1.1698140500796408,0.6009526721688994,0.8823482764377316,1.9860748521511653,2.3108341652820115,1.5985327533264932,2.0904518805966226,-1.6807594890240034,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,1,0,0,1,0,0,0
Dry Bean,0.6192233480653946,0.7386513315587232,1.2105524845662432,-0.28302218841924515,0.9114261762653374,-0.8608602673947251,1.2719973760210845,-0.292662336901972,1.5385827327203847,1.8560789926356758,0.5976928672939215,1.4627508699665057,1.9622910074096394,-1.6099733581526918,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,1,0,0,0,1,0,0
Dry Bean,0.6192233480653946,0.7386513315587232,1.4179220942213628,0.29485488521772407,1.0978710955852056,-0.4247917372283755,1.2472709010956895,-0.05943526806092328,1.5385827327203847,2.0290840001446178,2.28352334725222,1.5983192797501586,2.1243508676382916,-1.658658142193868,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,1,0,1,0,0,0,0
Dry Bean,0.6192233480653946,0.7386513315587232,0.7976157780823875,-1.2347624678917017,0.5327454260540605,-1.3936717405247,1.1941015312709164,0.6009526721688994,0.7182896623670684,1.679058840698673,1.8443575399768488,1.0493836970950068,1.7631197698060919,-1.6660064204018976,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,1,0,1,1,0,1,1,1
Dry Bean,0.6192233480653946,0.7386513315587232,0.9698208192846034,-1.2347624678917017,0.6918734496668194,-1.3936717405247,1.3508421282949397,0.24118533690627292,1.5385827327203847,1.5660898456677972,1.5316820872402526,0.9602957957590428,1.6315084506458244,-1.6361118540580863,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,1,0,0,0,1,1,1,1
Dry Bean,-0.8485653288303555,0.7386513315587232,1.6958446118924744,1.1750639925194695,1.8459446065014151,1.490699811288928,1.0847683161192638,-0.8984469312943065,1.5385827327203847,2.0433458314773216,2.3108422387940473,1.6814230235843262,2.133931982651366,-1.1905655704540103,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,1,0,0,0,0,0,0
Dry Bean,-0.29814457499444924,0.7386513315587232,1.6958446118924744,1.1750639925194695,1.6160740796485338,1.0700319100953235,1.0847683161192638,-0.8984469312943065,1.5385827327203847,2.078274196191759,2.310842350263594,1.69684027658861,2.1523540630648936,-1.4854824292172306,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,1,0,0,0,0,0,0
Dry Bean,-0.8485653288303555,0.7386513315587232,1.6958446118924744,1.1750639925194695,1.8459446065014151,1.490699811288928,1.0847683161192638,-0.8984469312943065,1.5385827327203847,2.078832280193703,2.3108423112277974,1.6968820864518157,2.1525763195020833,-1.3162070468316482,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,1,0,0,0,0,0,0
Dry Bean,-0.481618159606418,0.7386513315587232,1.6958446118924744,1.1750639925194695,1.68501105328808,1.2045200931668327,1.0847683161192638,-0.8984469312943065,1.5385827327203847,2.0682021888248445,2.310906483461462,1.697073390108429,2.147908924125638,-1.405327305909138,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,0,0,1,0,0,0,1
Dry Bean,0.06880259422948828,0.7386513315587232,1.6958446118924744,1.1750639925194695,1.4949603066958552,0.8197142584657612,1.0847683161192638,-0.8984469312943065,1.5385827327203847,2.0642178476343997,2.3108423140729237,1.6805567050324752,2.1459382734603585,-1.5220574225206351,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,0,0,0,1,0,0,0
Dry Bean,0.6192233480653946,0.7386513315587232,0.14042828387652306,1.1750639925194695,-0.09053033573492685,0.4894019319889607,-0.3104534382751992,-0.899620564852914,1.3745241186497215,2.073457559237205,2.310909631110028,1.7157586739109998,2.1503283599938836,-1.6245883602553661,-0.42929782134448735,-0.6784256866836248,-0.9801960588196069,-0.8202657681406593,0.8268181636906222,1.0971052780194932,0.6528535117085147,0.1154493818730561,0,0,1,0,0,1,1,0
