target,employment_type,job_title,salary,salary_in_usd,company_size
4,2,25,-0.10987419947896145,517,1
4,2,33,0.061438124343791145,971,1
4,2,33,0.01811492106491585,919,1
2,2,33,-0.01963815607810405,834,1
2,2,33,-0.11742481490756543,488,1
4,2,21,-0.04996439837331675,738,0
4,2,7,-0.148988863010746,355,0
1,2,25,-0.14279983397090668,379,1
1,2,25,-0.17374497917010331,270,1
4,2,33,0.08000521146330912,984,1
4,2,25,-0.11688760718690737,490,1
4,2,25,-0.15930473661435018,321,1
4,2,69,-0.07472051453267407,663,1
4,2,69,-0.11185468877171004,509,1
4,2,88,-0.012830224134280789,851,1
