target,employment_type,job_title,salary,salary_currency,salary_in_usd,remote_ratio,company_size
4,2,32,-0.19850109532946061,7,179,-0.010045733429794819,2
2,2,33,0.011925892025076521,19,908,-1.04837274073339,1
2,2,33,-0.0066411950944414615,19,868,-1.04837274073339,1
3,2,33,-0.0375863402936381,19,779,-1.04837274073339,1
4,2,33,-0.012830224134280789,19,851,1.0282812738738005,1
4,2,33,-0.07472051453267407,19,663,1.0282812738738005,1
4,2,23,0.005736862985237194,19,897,-1.04837274073339,1
4,2,23,-0.04996439837331675,19,738,-1.04837274073339,1
4,2,69,0.045965551744192826,19,953,-1.04837274073339,1
4,2,69,-0.04724122559578745,19,747,-1.04837274073339,1
4,2,47,0.016877115256947985,19,918,-1.04837274073339,1
4,2,47,-0.04253756352550956,19,761,-1.04837274073339,1
4,2,25,-0.11185468877171004,19,509,1.0282812738738005,1
4,2,25,-0.16755595013026398,19,292,1.0282812738738005,1
1,2,33,1.4725367454271578,12,41,1.0282812738738005,0
4,2,5,-0.13661080493106734,0,261,1.0282812738738005,1
3,2,1,-0.13661080493106734,16,293,-1.04837274073339,1
4,2,25,-0.08709857261235272,19,613,-1.04837274073339,1
4,2,25,-0.11185468877171004,19,509,-1.04837274073339,1
4,2,33,-0.10195224230796711,19,554,-1.04837274073339,1
2,2,58,0.1474656279975578,19,1016,-1.04837274073339,1
2,2,58,0.07332106010028265,19,979,-1.04837274073339,1
4,2,41,-0.13661080493106734,19,402,-1.04837274073339,1
4,2,41,-0.16136692109042466,19,315,-1.04837274073339,1
4,2,47,0.04906006626411249,19,960,-1.04837274073339,1
4,2,47,-0.05924794193307575,19,715,-1.04837274073339,1
3,2,1,-0.012830224134280789,19,851,1.0282812738738005,1
4,2,33,-0.13661080493106734,19,402,-1.04837274073339,1
2,2,33,-0.0809095435725134,19,639,-1.04837274073339,1
2,2,33,-0.11804371781154936,19,481,-1.04837274073339,1
4,2,47,-0.00849790380639326,19,864,-1.04837274073339,1
4,2,47,-0.07224490291673834,19,672,-1.04837274073339,1
4,2,47,0.035444202376465964,19,939,-1.04837274073339,0
4,2,47,-0.10826505192860322,19,524,-1.04837274073339,0
4,2,47,0.032968590760530235,19,937,-1.04837274073339,1
4,2,47,-0.0809095435725134,19,639,-1.04837274073339,1
4,2,45,-0.023023554962896164,19,822,-1.04837274073339,1
4,2,45,-0.0942332852894795,19,586,-1.04837274073339,1
4,2,4,-0.025208282213959446,19,818,1.0282812738738005,1
4,2,4,-0.12175713523545295,19,470,1.0282812738738005,1
4,2,47,-0.1564156978585532,7,350,1.0282812738738005,0
4,2,25,-0.09328760165219205,19,589,-1.04837274073339,1
4,2,25,-0.12980287298724408,19,438,-1.04837274073339,1
4,2,88,0.10228571600673071,19,1000,-1.04837274073339,1
4,2,88,-0.03139731125379877,19,797,-1.04837274073339,1
4,2,25,-0.16136692109042466,19,315,-1.04837274073339,1
4,2,25,-0.17374497917010331,19,270,-1.04837274073339,1
4,2,33,-0.06234245645299541,19,705,1.0282812738738005,1
4,2,47,-0.04377536933347743,19,757,1.0282812738738005,1
4,2,47,-0.0809095435725134,19,639,1.0282812738738005,1
4,2,25,-0.012830224134280789,19,851,-1.04837274073339,1
4,2,25,-0.07657722324462586,19,653,-1.04837274073339,1
4,2,33,0.037300911088417765,19,942,-1.04837274073339,0
4,2,33,-0.10727480728222893,19,530,-1.04837274073339,0
4,2,4,-0.07113087768956726,19,675,1.0282812738738005,1
4,2,4,-0.11544432561481685,19,501,1.0282812738738005,1
4,2,4,-0.046250980949413156,19,753,1.0282812738738005,1
4,2,4,-0.1205193294274851,19,474,1.0282812738738005,1
4,2,8,0.061438124343791145,19,971,-1.04837274073339,0
2,2,33,-0.04377536933347743,19,757,-1.04837274073339,1
