work_year,target,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size
0.933090760892103,4,-0.03139731125379877,19,797,75,70,1
0.933090760892103,4,-0.009364367871970767,19,859,75,70,0
0.933090760892103,4,-0.13128823995680552,19,425,75,70,0
0.933090760892103,4,-0.0809095435725134,19,639,75,70,1
0.933090760892103,4,-0.17993400820994263,19,240,75,70,1
0.933090760892103,4,-0.056153427413156085,19,721,75,70,1
0.933090760892103,4,-0.09662967733370528,19,576,75,70,1
0.933090760892103,4,-0.03861371911425143,19,772,75,70,1
0.933090760892103,4,-0.14366629803648417,19,374,75,70,1
0.933090760892103,4,-0.0716260000127544,19,674,75,70,1
0.933090760892103,4,-0.11624889938999595,19,495,75,70,1
0.933090760892103,4,0.045717990582599254,19,952,75,70,1
0.933090760892103,4,-0.0947729686217535,19,582,75,70,1
0.933090760892103,4,-0.009116806710377193,19,861,75,70,1
0.933090760892103,4,-0.09576321326812778,19,578,75,70,1
0.933090760892103,1,0.011925892025076521,19,908,75,70,0
-0.4019626865857902,1,-0.19354987209758917,3,195,13,14,2
0.933090760892103,4,-0.11185468877171004,19,509,75,70,1
0.933090760892103,4,0.09832473742123354,19,997,75,70,1
0.933090760892103,4,0.0044990571772693284,19,894,75,70,1
0.933090760892103,4,-0.037809145339072314,19,777,75,70,1
0.933090760892103,4,-0.08232064219359676,19,633,75,70,1
0.933090760892103,4,0.09015521908864563,19,990,75,70,1
0.933090760892103,4,-0.026693649183520882,19,813,75,70,1
0.933090760892103,4,0.0047466183388629015,19,895,75,70,1
0.933090760892103,4,-0.030283286026627693,19,802,75,70,1
0.933090760892103,4,-0.10034309475760889,19,561,75,70,1
0.933090760892103,4,0.05153567788004822,19,962,75,70,1
0.933090760892103,4,-0.10071443649999924,19,560,75,70,1
0.933090760892103,3,-0.06853148549283473,19,687,75,70,1
0.933090760892103,3,-0.08709857261235272,19,613,75,70,1
0.933090760892103,4,-0.06011440599865325,19,713,75,70,1
0.933090760892103,4,-0.08511808331960413,19,624,75,70,1
0.933090760892103,4,0.16330954233954648,19,1018,75,70,0
0.933090760892103,4,-0.04241378294471278,19,762,75,70,0
0.933090760892103,3,-0.13661080493106734,19,402,75,70,1
0.933090760892103,3,-0.17374497917010331,19,270,75,70,1
0.933090760892103,1,-0.15517789205058533,19,338,75,70,1
0.933090760892103,1,-0.17993400820994263,19,240,75,70,1
0.933090760892103,4,-0.08860374447484165,19,606,75,70,1
0.933090760892103,4,-0.15731929609836973,19,332,75,70,1
0.933090760892103,1,-0.16755595013026398,19,292,75,70,1
0.933090760892103,1,-0.17374497917010331,19,270,75,70,1
0.933090760892103,4,-0.0072600979984253945,19,866,75,70,1
0.933090760892103,4,-0.08846015900111738,19,607,75,70,1
0.933090760892103,4,0.1336022029483177,19,1012,75,70,1
0.933090760892103,4,0.0022710067229271703,19,887,75,70,1
0.933090760892103,4,-0.14279983397090668,19,379,75,70,1
0.933090760892103,4,-0.16755595013026398,19,292,75,70,1
0.933090760892103,4,-0.019019253174120117,19,835,75,70,1
0.933090760892103,4,-0.06234245645299541,19,705,75,70,1
0.933090760892103,4,0.024303950104755178,19,927,75,70,1
0.933090760892103,4,-0.08313759402685555,19,632,75,70,1
0.933090760892103,3,-0.13042177589122803,19,432,75,70,0
0.933090760892103,3,1.8438784878175174,12,56,39,38,0
0.933090760892103,3,-0.213354765025075,8,146,29,28,1
0.933090760892103,3,-0.2170681824489786,8,132,29,28,1
0.933090760892103,4,-0.0809095435725134,19,639,75,70,1
0.933090760892103,4,-0.051944887666065344,19,735,75,70,1
0.933090760892103,4,-0.13017421472963445,19,434,75,70,1
0.933090760892103,4,-0.025208282213959446,19,818,75,70,1
0.933090760892103,4,-0.07472051453267407,19,663,75,70,1
0.933090760892103,4,-0.07472051453267407,19,663,75,70,1
