number_of_attributes,percentage_of_numeric_features,number_of_instances,number_of_class,proportion_of_attributes_per_instances,number_of_classes_per_attributes,number_of_instances_per_class,proportion_of_min_to_max_instance_per_class,proportion_of_attributes_with_outliers,minimum_continuous_mutual_information,maximum_continuous_mutual_information,minimum_discrete_mutual_information,maximum_discrete_mutual_information,equivalent_number_of_continuous_attributes,equivalent_number_of_discrete_attributes,noise_signal_ratio_of_continuous_attributes,noise_signal_ratio_of_discrete_attributes,dropout_testing_loss,batch_normalisation_testing_loss,weight_normalisation_testing_loss,normal_testing_loss,prune_testing_loss,layer_normalisation_testing_loss,weight_decay_testing_loss,weight_perturbation_testing_loss,SMOTE_testing_loss
11.0,1.0,2635.0,4.0,0.0041745730550284,0.3636363636363636,658.75,0.0027964205816554,0.9090909090909092,0.0,0.0807828231228571,0.0,0.0,1.0316725810643617,1.0,2.327245491059903,inf,3,5,3,3,4,2,6,1,7
11.0,1.0,2988.0,4.0,0.0036813922356091,0.3636363636363636,747.0,0.0027964205816554,1.0,0.0,0.0566106702609516,0.0,0.0,1.0216655390190723,1.0,3.396526330340174,inf,1,4,2,1,3,5,7,6,8
11.0,1.0,2022.0,4.0,0.0054401582591493,0.3636363636363636,505.5,0.0042553191489361,1.0,0.0,0.2202574958772976,0.0,0.0,1.082483429707532,1.0,0.4768248213231557,inf,3,3,1,2,1,4,5,5,6
11.0,1.0,1924.0,3.0,0.0057172557172557,0.2727272727272727,641.3333333333334,0.0027964205816554,0.9090909090909092,0.0,0.0559479839611629,0.0,0.0,1.018315209543464,1.0,0.9261360691765856,inf,6,3,4,5,7,2,8,1,9
9.0,1.0,3961.0,7.0,0.0022721534965917,0.7777777777777778,565.8571428571429,0.0027964205816554,1.0,0.0273421508628217,0.1057057891822088,0.0,0.0,1.0487503299171457,1.0,3.36897789444492,inf,2,4,1,3,1,5,7,6,8
6.0,1.0,3961.0,7.0,0.0015147689977278,1.1666666666666667,565.8571428571429,0.0027964205816554,1.0,0.0195490842163152,0.0563179204812094,0.0,0.0,1.0370176116285914,1.0,7.581835622451763,inf,1,3,1,2,1,4,6,5,7
8.0,1.0,3961.0,7.0,0.0020196919969704,0.875,565.8571428571429,0.0027964205816554,0.875,0.0053233071388554,0.1287100276995891,0.0,0.0,1.0451473965087026,1.0,4.298149639254676,inf,1,3,2,1,1,4,6,5,7
8.0,1.0,3961.0,7.0,0.0020196919969704,0.875,565.8571428571429,0.0027964205816554,0.875,0.0,0.1624558166626757,0.0,0.0,1.0589767166591462,1.0,3.082769935644763,inf,2,2,2,1,2,3,5,4,6
9.0,1.0,3961.0,7.0,0.0022721534965917,0.7777777777777778,565.8571428571429,0.0027964205816554,0.8888888888888888,0.0114277724454394,0.1524088558278435,0.0,0.0,1.0487924141482827,1.0,3.3652978594372582,inf,2,3,2,1,2,4,6,5,7
11.0,1.0,618.0,7.0,0.017799352750809,0.6363636363636364,88.28571428571429,0.003584229390681,0.8181818181818182,0.0,0.1468366256742177,0.0,0.0,1.0620101153444323,1.0,1.8289143408592463,inf,2,1,2,1,4,3,6,5,7
11.0,1.0,1313.0,7.0,0.0083777608530083,0.6363636363636364,187.57142857142856,0.0033726812816188,0.9090909090909092,0.0,0.1595325147050363,0.0,0.0,1.06140525945145,1.0,1.859578763329924,inf,1,2,1,1,1,3,5,4,6
11.0,1.0,2383.0,7.0,0.0046160302140159,0.6363636363636364,340.42857142857144,0.0027881040892193,0.9090909090909092,0.0078594048016915,0.1658634138153667,0.0,0.0,1.0520513182345128,1.0,2.352944833978764,inf,1,1,1,2,2,3,5,4,6
11.0,1.0,3177.0,7.0,0.0034623858986465,0.6363636363636364,453.8571428571428,0.00278940027894,0.9090909090909092,0.0082334215743307,0.1388036688203646,0.0,0.0,1.0581389382794857,1.0,2.011191078113842,inf,1,2,1,1,2,3,5,4,6
11.0,1.0,3475.0,7.0,0.0031654676258992,0.6363636363636364,496.4285714285714,0.0025493945188017,0.9090909090909092,0.0092112108424267,0.1807689130229546,0.0,0.0,1.0568215129435408,1.0,2.0780638516589187,inf,1,3,1,1,2,5,6,4,7
11.0,1.0,782.0,5.0,0.0140664961636828,0.4545454545454545,156.4,0.0186915887850467,0.9090909090909092,0.0107872379969071,0.09432063347856,0.0,0.0,1.0416329616040532,1.0,1.9285298617477544,inf,3,3,5,4,6,2,7,1,8
11.0,1.0,594.0,2.0,0.0185185185185185,0.1818181818181818,297.0,0.0294627383015597,0.8181818181818182,0.0,0.0777908454284856,0.0,0.0,1.0129953272306396,1.0,0.3196077608822529,inf,3,2,3,4,5,1,6,1,7
11.0,1.0,545.0,2.0,0.0201834862385321,0.1818181818181818,272.5,0.0186915887850467,0.9090909090909092,0.0,0.0206812747681626,0.0,0.0,1.0076016723316903,1.0,0.5853770056334736,inf,4,2,4,3,5,1,6,1,7
11.0,1.0,1175.0,4.0,0.0093617021276595,0.3636363636363636,293.75,0.0173310225303292,1.0,0.0,0.1208200362456413,0.0,0.0,1.029078200352115,1.0,3.062261758536955,inf,1,2,1,1,1,3,5,4,6
11.0,1.0,1342.0,5.0,0.0081967213114754,0.4545454545454545,268.4,0.0173310225303292,1.0,0.0,0.1727506837013761,0.0,0.0,1.0556277537655732,1.0,1.7933705407922869,inf,2,3,2,2,2,1,5,4,6
6.0,1.0,1359.0,6.0,0.0044150110375275,1.0,226.5,0.0173310225303292,1.0,0.0013314480615109,0.1724327398460321,0.0,0.0,1.0747363903520746,1.0,3.0226931807496835,inf,1,3,2,2,1,2,5,4,6
5.0,1.0,1359.0,6.0,0.0036791758646063,1.2,226.5,0.0173310225303292,1.0,0.0254574972698167,0.1606406367769866,0.0,0.0,1.0647656776602643,1.0,4.544197147126673,inf,2,3,1,2,1,4,6,5,7
10.0,1.0,1359.0,6.0,0.0073583517292126,0.6,226.5,0.0173310225303292,1.0,0.0,0.1925403043550515,0.0,0.0,1.0596602201181171,1.0,2.00202654652464,inf,1,2,2,1,2,3,5,4,6
8.0,1.0,1359.0,6.0,0.0058866813833701,0.75,226.5,0.0173310225303292,1.0,0.0225455764849726,0.2051671358386428,0.0,0.0,1.0787130003229355,1.0,1.869958938344695,inf,2,2,2,2,1,3,5,4,6
7.0,1.0,1359.0,6.0,0.0051508462104488,0.8571428571428571,226.5,0.0173310225303292,1.0,0.0235635874204431,0.0970058978645465,0.0,0.0,1.051357964753214,1.0,3.96215296716953,inf,2,3,1,2,1,3,5,4,6
11.0,1.0,264.0,6.0,0.0416666666666666,0.5454545454545454,44.0,0.0178571428571428,0.8181818181818182,0.0131598408830013,0.1507672267958435,0.0,0.0,1.0634776898517602,1.0,1.562661738957542,inf,2,1,2,2,3,2,5,4,6
11.0,1.0,555.0,6.0,0.0198198198198198,0.5454545454545454,92.5,0.0169491525423728,0.9090909090909092,0.0,0.1770837680288037,0.0,0.0,1.0542169399612331,1.0,1.997196922653372,inf,1,2,2,1,2,3,5,4,6
11.0,1.0,709.0,6.0,0.0155148095909732,0.5454545454545454,118.16666666666669,0.0166112956810631,0.9090909090909092,0.0,0.1837423733634748,0.0,0.0,1.0562624346803782,1.0,1.8900698510684253,inf,2,2,1,2,1,3,4,3,5
11.0,1.0,878.0,6.0,0.0125284738041002,0.5454545454545454,146.33333333333334,0.0160857908847185,0.9090909090909092,0.0,0.167021803451945,0.0,0.0,1.055480039572823,1.0,1.9226900631221504,inf,1,2,1,2,2,3,5,4,6
11.0,1.0,1202.0,6.0,0.0091514143094841,0.5454545454545454,200.33333333333331,0.0176470588235294,1.0,0.0,0.1515625103545099,0.0,0.0,1.0553780730137954,1.0,1.9364563806703825,inf,1,2,1,1,1,3,4,4,5
