work_year,target,job_title,salary,employee_residence,remote_ratio,company_size
0.933090760892103,4,84,-0.16136692109042466,26,1.0282812738738005,0
0.933090760892103,3,66,-0.22325721148881794,75,1.0282812738738005,2
0.933090760892103,3,66,-0.22882733762467333,75,1.0282812738738005,2
0.933090760892103,4,47,-0.04377536933347743,11,1.0282812738738005,1
0.933090760892103,4,47,-0.11185468877171004,11,1.0282812738738005,1
0.933090760892103,4,8,0.014649064802605825,75,-1.04837274073339,0
0.933090760892103,4,8,-0.09204979584422418,75,-1.04837274073339,0
0.933090760892103,4,47,0.010688086217108655,11,-1.04837274073339,1
0.933090760892103,4,47,-0.08586076680438486,11,-1.04837274073339,1
0.933090760892103,4,47,-0.07831015137578087,75,-1.04837274073339,1
0.933090760892103,4,47,-0.1481223989451685,75,-1.04837274073339,1
0.933090760892103,4,25,-0.09947663069203137,75,1.0282812738738005,1
0.933090760892103,4,25,-0.13661080493106734,75,1.0282812738738005,1
0.933090760892103,1,8,0.004078203202560254,75,-1.04837274073339,0
0.933090760892103,1,8,-0.0985358982779758,75,-1.04837274073339,0
0.933090760892103,4,38,-0.07831015137578087,75,-1.04837274073339,1
0.933090760892103,4,38,-0.1481223989451685,75,-1.04837274073339,1
0.933090760892103,4,47,-0.04996439837331675,75,-1.04837274073339,1
0.933090760892103,4,47,-0.07472051453267407,75,-1.04837274073339,1
0.933090760892103,3,25,-0.07472051453267407,75,1.0282812738738005,1
0.933090760892103,3,25,-0.12423274685138869,75,1.0282812738738005,1
0.933090760892103,4,88,0.08000521146330912,20,-1.04837274073339,1
0.933090760892103,4,88,-0.045013175141445295,20,-1.04837274073339,1
0.933090760892103,4,4,0.024303950104755178,29,1.0282812738738005,1
0.933090760892103,4,4,-0.08313759402685555,29,1.0282812738738005,1
0.933090760892103,4,18,0.01811492106491585,75,-1.04837274073339,1
0.933090760892103,4,18,-0.06679855736167972,75,-1.04837274073339,1
0.933090760892103,4,69,-0.012830224134280789,75,-1.04837274073339,1
0.933090760892103,4,69,-0.09947663069203137,75,-1.04837274073339,1
0.933090760892103,4,50,-0.148988863010746,11,-1.04837274073339,1
0.933090760892103,4,50,-0.17126936755416758,11,-1.04837274073339,1
0.933090760892103,4,33,0.05302104484960966,75,-1.04837274073339,1
0.933090760892103,4,33,-0.1481223989451685,75,-1.04837274073339,1
0.933090760892103,4,23,0.16394082330161008,75,-1.04837274073339,1
0.933090760892103,4,23,-0.031904811635065596,75,-1.04837274073339,1
0.933090760892103,3,33,-0.05924794193307575,75,-1.04837274073339,1
0.933090760892103,3,33,-0.09947663069203137,75,-1.04837274073339,1
0.933090760892103,3,25,-0.12995140968420021,75,-1.04837274073339,1
0.933090760892103,3,25,-0.18055291111392657,75,-1.04837274073339,1
0.933090760892103,1,41,-0.13661080493106734,56,1.0282812738738005,0
0.933090760892103,1,22,-0.22325721148881794,56,1.0282812738738005,0
-0.4019626865857902,3,69,1.781988197419124,39,-0.010045733429794819,0
0.933090760892103,1,8,-0.00711156130146925,75,-1.04837274073339,0
0.933090760892103,1,8,-0.12339103890197053,75,-1.04837274073339,0
0.933090760892103,4,33,0.07468635990647121,75,-1.04837274073339,1
0.933090760892103,4,33,0.013762795844100834,75,-1.04837274073339,1
0.933090760892103,4,47,0.0029517999173094963,75,1.0282812738738005,1
0.933090760892103,4,47,-0.03139731125379877,75,1.0282812738738005,1
0.933090760892103,4,47,0.06391373595972688,75,1.0282812738738005,1
0.933090760892103,4,47,0.04287103722427316,75,1.0282812738738005,1
0.933090760892103,4,47,0.08037655320569949,75,1.0282812738738005,1
0.933090760892103,4,47,-0.03325401996575057,75,1.0282812738738005,1
0.933090760892103,4,47,0.010069183313124723,75,1.0282812738738005,1
0.933090760892103,4,47,-0.013946724973067804,75,1.0282812738738005,1
0.933090760892103,4,33,-0.008745464967986833,75,1.0282812738738005,1
0.933090760892103,4,33,-0.10739858786302572,75,1.0282812738738005,1
0.933090760892103,4,88,-0.026309929383050844,75,-1.04837274073339,1
0.933090760892103,4,88,-0.08833637842032059,75,-1.04837274073339,1
0.933090760892103,2,47,0.05989086708383131,75,-1.04837274073339,1
0.933090760892103,2,47,-0.03139731125379877,75,-1.04837274073339,1
0.933090760892103,4,33,0.026160658816706976,75,1.0282812738738005,1
0.933090760892103,4,33,-0.05491562160518822,75,1.0282812738738005,1
0.933090760892103,4,47,-0.04686988385339709,75,1.0282812738738005,1
0.933090760892103,4,47,-0.12361384394740475,75,1.0282812738738005,1
0.933090760892103,4,33,0.0342063965684981,75,-1.04837274073339,1
0.933090760892103,4,33,-0.04253756352550956,75,-1.04837274073339,1
0.933090760892103,4,33,0.032968590760530235,75,1.0282812738738005,1
0.933090760892103,4,33,-0.011035405712727384,75,1.0282812738738005,1
0.933090760892103,4,8,0.1225857312574037,75,-1.04837274073339,0
0.933090760892103,4,8,-0.06345648168016649,75,-1.04837274073339,0
0.933090760892103,4,33,-0.11804371781154936,75,-1.04837274073339,1
0.933090760892103,4,33,-0.15951021237847285,75,-1.04837274073339,1
0.933090760892103,4,47,0.032968590760530235,75,1.0282812738738005,1
0.933090760892103,4,47,-0.011035405712727384,75,1.0282812738738005,1
0.933090760892103,4,23,0.08619424050314846,75,-1.04837274073339,1
0.933090760892103,4,23,-0.00045216605460213406,75,-1.04837274073339,1
0.933090760892103,4,31,0.08631802108394523,75,1.0282812738738005,1
0.933090760892103,4,31,-0.0523162294084557,75,1.0282812738738005,1
0.933090760892103,4,33,-0.020875961886071916,75,1.0282812738738005,1
0.933090760892103,4,33,-0.08833637842032059,75,1.0282812738738005,1
0.933090760892103,3,47,0.3708895763357576,32,-1.04837274073339,0
0.933090760892103,4,69,-0.07472051453267407,63,1.0282812738738005,1
0.933090760892103,3,6,-0.17993400820994263,39,1.0282812738738005,2
-0.4019626865857902,1,1,0.11095035666250577,39,-0.010045733429794819,0
0.933090760892103,3,69,-0.148988863010746,57,1.0282812738738005,0
0.933090760892103,4,18,-0.030283286026627693,75,-1.04837274073339,1
0.933090760892103,4,18,-0.10034309475760889,75,-1.04837274073339,1
0.933090760892103,4,33,0.01811492106491585,75,1.0282812738738005,1
0.933090760892103,4,33,-0.04377536933347743,75,1.0282812738738005,1
0.933090760892103,4,33,-0.03139731125379877,75,-1.04837274073339,1
0.933090760892103,4,33,-0.08709857261235272,75,-1.04837274073339,1
0.933090760892103,4,47,-0.20469012436929995,26,-1.04837274073339,1
0.933090760892103,4,47,-0.21583037664101073,26,-1.04837274073339,1
0.933090760892103,4,47,-0.13042177589122803,75,-1.04837274073339,1
0.933090760892103,4,47,-0.17374497917010331,75,-1.04837274073339,1
0.933090760892103,1,69,-0.058386429090730114,75,-1.04837274073339,1
0.933090760892103,1,69,-0.07981408543246184,75,-1.04837274073339,1
0.933090760892103,4,33,0.008212474601172925,75,1.0282812738738005,1
0.933090760892103,4,33,-0.03139731125379877,75,1.0282812738738005,1
0.933090760892103,4,25,-0.009364367871970767,75,-1.04837274073339,0
0.933090760892103,4,25,-0.13128823995680552,75,-1.04837274073339,0
0.933090760892103,4,25,-0.0809095435725134,75,-1.04837274073339,1
0.933090760892103,4,25,-0.17993400820994263,75,-1.04837274073339,1
0.933090760892103,4,33,-0.056153427413156085,75,-1.04837274073339,1
0.933090760892103,4,33,-0.09662967733370528,75,-1.04837274073339,1
0.933090760892103,4,33,-0.03861371911425143,75,-1.04837274073339,1
0.933090760892103,4,33,-0.14366629803648417,75,-1.04837274073339,1
0.933090760892103,4,4,-0.0716260000127544,75,-1.04837274073339,1
0.933090760892103,4,4,-0.11624889938999595,75,-1.04837274073339,1
0.933090760892103,4,33,0.045717990582599254,75,-1.04837274073339,1
0.933090760892103,4,33,-0.0947729686217535,75,-1.04837274073339,1
0.933090760892103,4,88,-0.009116806710377193,75,-1.04837274073339,1
0.933090760892103,4,88,-0.09576321326812778,75,-1.04837274073339,1
0.933090760892103,1,89,0.011925892025076521,75,-0.010045733429794819,0
-0.4019626865857902,1,69,-0.19354987209758917,13,1.0282812738738005,2
0.933090760892103,4,47,-0.11185468877171004,75,-1.04837274073339,1
0.933090760892103,4,4,0.09832473742123354,75,-1.04837274073339,1
0.933090760892103,4,4,0.0044990571772693284,75,-1.04837274073339,1
0.933090760892103,4,4,-0.037809145339072314,75,-1.04837274073339,1
0.933090760892103,4,4,-0.08232064219359676,75,-1.04837274073339,1
0.933090760892103,4,69,0.09015521908864563,75,1.0282812738738005,1
0.933090760892103,4,69,-0.026693649183520882,75,1.0282812738738005,1
0.933090760892103,4,4,0.0047466183388629015,75,-1.04837274073339,1
0.933090760892103,4,33,-0.030283286026627693,75,-1.04837274073339,1
0.933090760892103,4,33,-0.10034309475760889,75,-1.04837274073339,1
0.933090760892103,4,33,0.05153567788004822,75,-1.04837274073339,1
0.933090760892103,4,33,-0.10071443649999924,75,-1.04837274073339,1
0.933090760892103,3,29,-0.06853148549283473,75,-1.04837274073339,1
0.933090760892103,3,29,-0.08709857261235272,75,-1.04837274073339,1
0.933090760892103,4,33,-0.06011440599865325,75,1.0282812738738005,1
0.933090760892103,4,33,-0.08511808331960413,75,1.0282812738738005,1
0.933090760892103,4,69,0.16330954233954648,75,-1.04837274073339,0
0.933090760892103,4,69,-0.04241378294471278,75,-1.04837274073339,0
0.933090760892103,3,33,-0.13661080493106734,75,1.0282812738738005,1
0.933090760892103,3,33,-0.17374497917010331,75,1.0282812738738005,1
0.933090760892103,1,33,-0.15517789205058533,75,-1.04837274073339,1
0.933090760892103,1,33,-0.17993400820994263,75,-1.04837274073339,1
0.933090760892103,4,47,-0.08860374447484165,75,1.0282812738738005,1
0.933090760892103,4,47,-0.15731929609836973,75,1.0282812738738005,1
0.933090760892103,1,25,-0.16755595013026398,75,-1.04837274073339,1
0.933090760892103,1,25,-0.17374497917010331,75,-1.04837274073339,1
0.933090760892103,4,25,-0.0072600979984253945,75,-1.04837274073339,1
0.933090760892103,4,25,-0.08846015900111738,75,-1.04837274073339,1
0.933090760892103,4,69,0.1336022029483177,75,1.0282812738738005,1
0.933090760892103,4,69,0.0022710067229271703,75,1.0282812738738005,1
0.933090760892103,4,33,-0.14279983397090668,75,1.0282812738738005,1
0.933090760892103,4,33,-0.16755595013026398,75,1.0282812738738005,1
0.933090760892103,4,47,-0.019019253174120117,75,-1.04837274073339,1
0.933090760892103,4,47,-0.06234245645299541,75,-1.04837274073339,1
