dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,layer_normalisation,batch_normalisation,weight_decay,prune,dropout,baseline,weight_perturbation,weight_normalisation
Agaricus Lepiota,0.34937233272754836,-0.8331561135691645,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1185001813037705,-0.3806476042509955,1.3395411908682908,0.8794728132296836,1.3395411908682908,1.3395411908682908,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,0.7309138524085967,-1.0942081151474499,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1185001813037705,-0.4805467223790251,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,0,1,0,0,0,0,0,0
Agaricus Lepiota,-0.22293994679402424,-0.8947933917195928,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1185001813037705,-0.5929332302730583,1.3395411908682908,0.015250973639821145,1.3395411908682908,1.3395411908682908,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,-0.032169186953500045,-0.7762601645072302,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1185001813037705,-0.6419222208935347,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,-0.41371070663454845,-0.6986747794227749,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1185001813037705,-0.7666214697456553,1.3395411908682908,0.8794728132296836,1.3395411908682908,1.3395411908682908,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,1,0,0,0,0,0,0
Agaricus Lepiota,0.7309138524085967,-0.6591214458503073,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1185001813037705,-0.4805467223790251,0.44651373028943026,0.8794728132296836,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,0.9216846122491209,-0.7920645948022119,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1185001813037705,-0.3806476042509955,0.44651373028943026,0.8794728132296836,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,1,0,0,0,0,0,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,-1.9455988345483932,-0.8920660950818381,-2.0668175862718443,-1.0765322119683476,-1.1467659765110045,1.1064083010798045,-0.5019536762636029,0.44651373028943026,-0.8489708659500413,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,1,0,0,0,0,1,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,-0.2508842220468038,-0.8920660950818381,-1.0648432811400568,-1.0765322119683476,0.71878632977484,1.115410093557902,-0.5019536762636029,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,0.5964730842039909,-0.8920660950818381,-0.06286897600826924,-1.0765322119683476,0.71878632977484,1.1189994158751186,-0.5019536762636029,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,0.5964730842039909,-0.8920660950818381,-0.06286897600826924,-1.0765322119683476,0.71878632977484,1.1184024143756013,-0.6232597482762104,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,0.5964730842039909,-0.8920660950818381,-0.06286897600826924,-1.0765322119683476,0.71878632977484,1.1179785055056175,-0.5019536762636029,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,0.5964730842039909,-0.8920660950818381,-0.06286897600826924,-1.0765322119683476,1.6515624829177622,1.1183383874965604,-0.5019536762636029,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,0.5964730842039909,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.1190757971248009,-0.5019536762636029,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
Agaricus Lepiota,1.4939968917706936,-0.9388200189698991,1.4438303904547858,-0.8920660950818381,0.9391053291235183,-1.0765322119683476,1.6515624829177622,1.118354335757053,-0.5019536762636029,0.44651373028943026,0.015250973639821145,1.3395411908682908,0.44651373028943026,-0.9644181736974216,-0.5773502691896257,-0.619968698768554,0.48548014217263397,-0.9251686183747457,0.01867148462504857,-0.16489491297879377,0.15383669001722153,1,0,0,0,0,0,0,0
